Countries,Population,Total,Certain infectious and parasitic diseases,Neoplasms,Diseases of blood and disorders of immune mechanism,Endocrine nutritional and metabolic diseases,Mental and behavioural disorders,Diseases of the nervous system,Diseases of the eye and adnexa,Diseases of the ear and mastoid process,Diseases of the circulatory system,Diseases of the respiratory system,Diseases of the digestive system,Diseases of the skin and subcutaneous tissue,Diseases of the musculoskeletal system and connective tissue,Diseases of the genitourinary system,Pregnancy childbirth and the puerperium,Conditions originating in the perinatal period,Congenital malformations deformations and  abnormalities,Symptoms signs and abnormal clinical and laboratory findings,External causes of morbidity and mortality,Intestinal infectious diseases,Tuberculosis,Tetanus,Diphtheria,Whooping cough,Meningococcal infection,Septicaemia,Infections with a predominantly sexual mode of transmission (excluding HIV),Poliomyelitis,Measles,Viral hepatitis,Human immunodeficiency virus [HIV] disease,Malaria,Total of malignant neoplams,Malignant neoplasm of lip oral cavity and pharynx,Malignant neoplasm of oesophagus,Malignant neoplasm of stomach,Malignant neoplasm of colon rectosigmoid junction rectum anus and anal canal,Malignant neoplasm of liver and intrahepatic bile ducts,Malignant neoplasm of pancreas,Malignant neoplasm of trachea bronchus and lung,Melanoma and other skin cancers,Malignant neoplasm of  breast,Malignant neoplasm of cervix uteri,Malignant neoplasm of corpus uteri,Malignant neoplasm of ovary,Malignant neoplasm of prostate,Malignant neoplasm of bladder,Malignant neoplasm of lymphomas and multiple myeloma,Leukaemia,Benign neoplasms,Anaemias,Diabetes mellitus,Malnutrition,Alzheimer and other dementias,Acute rheumatic fever and chronic rheumatic heart diseases,Hypertensive diseases,Ischaemic heart diseases,Cerebrovascular diseases,Diseases of arteries arterioles and capillaries,Influenza,Pneumonia,Chronic lower respiratory diseases,Gastric and duodenal ulcer,Diseases of the liver,Disorders of kidney and ureter,Hyperplasia of prostate,Pregnancy with abortive outcome,Other direct obstetric causes,Indirect obstetric causes,Transport accidents,Falls,Accidental drowning and submersion,Exposure to smoke fire and flames,Accidental poisoning by and exposure to noxious substances,Intentional self-harm,Assault,All other external causes
Macau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Malaysia,,57645,6449,6438,318,1520,94,920,0,0,15858,6403,2247,186,161,1266,158,1247,961,6111,7308,90,754,12,2,0,20,4280,0,1,3,99,190,17,6109,391,106,289,512,552,151,1211,38,519,166,61,145,85,51,284,417,329,141,1273,12,12,118,511,6294,4190,202,0,2642,1894,194,906,1183,3,12,127,19,3469,125,213,27,19,46,205,3204 
Maldives,290147,1082,51,60,13,31,3,20,0,0,309,113,22,1,1,36,7,29,2,271,113,2,16,0,0,0,0,1,1,0,0,5,1,0,60,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,22,1,0,2,35,55,66,0,0,27,48,1,3,35,0,0,7,0,0,3,18,1,0,3,2,86 
Malta,395968,3031,18,740,3,102,18,50,0,0,1336,351,106,53,15,55,0,9,19,31,125,0,3,0,0,0,2,2,0,0,0,5,2,0,723,6,13,49,94,13,55,135,7,63,10,14,24,33,21,33,16,17,3,91,0,25,8,21,685,328,39,1,111,90,10,23,39,0,0,0,0,17,51,6,2,11,19,5,14 
Martinique,392601,2649,101,615,14,189,42,131,0,1,808,154,104,21,10,51,2,18,7,199,182,9,1,1,0,0,0,35,1,0,0,5,22,0,591,18,25,49,50,18,42,37,8,33,6,21,9,98,16,40,27,24,8,136,9,74,2,68,81,330,56,11,61,32,6,31,32,3,0,2,0,46,20,13,2,6,31,8,56 
Mauritius,1174021,8081,112,850,,,48,100,0,0,4149,670,415,7,15,216,1,161,68,251,524,11,9,0,0,0,1,85,1,0,0,1,0,0,821,32,23,77,59,7,25,109,1,80,18,39,14,56,15,27,38,29,23,410,12,19,4,286,1747,1268,38,2,222,251,28,204,204,0,0,1,0,214,12,46,39,0,131,29,53 
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Mexico,105578297,457680,18501,61114,3953,68255,4821,7656,11,53,103857,39065,44208,865,2721,12327,1324,18524,9111,9340,51658,4673,3277,65,0,5,5,3557,13,6,0,1092,4462,2,58311,887,764,5114,2716,4460,2935,6676,1133,3837,4323,578,1328,4218,651,2831,3413,2803,3278,54814,8885,1260,1131,10691,48268,26516,2033,17,11655,18983,2747,28386,10454,540,97,1019,187,14932,2243,2502,604,888,3846,9964,16679 
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Montenegro,619300,5513,8,1000,4,123,38,24,0,1,2706,243,138,3,0,97,0,71,6,813,238,0,3,0,0,0,0,1,0,0,0,0,2,0,999,27,12,42,57,41,39,269,6,76,11,8,15,27,13,16,33,1,2,121,0,26,7,11,450,701,32,1,27,2,21,49,95,0,0,0,0,0,0,0,0,0,0,0,238 
Montserrat,,44,1,8,0,4,1,1,0,0,17,4,4,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,1,0,0,1,2,0,0,0,1,0,4,0,1,0,1,7,1,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1 
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Netherlands,16148929,142355,1739,39677,515,4925,6452,3502,4,10,47992,13511,5574,405,953,2804,20,545,523,7886,5318,72,72,0,0,0,44,802,5,10,0,58,89,4,38087,547,1213,1571,4415,532,1860,8920,610,3474,187,421,944,2360,1143,1898,1101,1590,361,4079,107,6904,25,886,15973,12222,3614,150,5296,6310,412,972,1484,72,1,16,2,1055,895,115,58,128,1570,195,1302 
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
New Zealand,3938800,28359,149,7979,61,1025,725,922,0,3,11404,2383,850,58,249,377,8,172,200,96,1698,17,16,1,0,1,16,27,0,2,0,28,11,0,7800,122,185,301,1135,153,303,1471,346,625,65,95,173,591,184,453,236,179,30,805,4,1055,150,219,6287,2830,558,9,453,1748,95,140,293,10,1,3,4,531,304,74,31,42,467,70,179 
Nicaragua,,15070,740,1769,76,1092,174,301,1,0,3832,1060,986,9,108,663,114,1249,390,503,2003,280,172,3,0,1,14,115,2,0,0,24,51,11,1742,31,15,213,96,185,42,108,26,91,220,15,36,111,20,55,129,27,62,869,183,27,49,422,1689,1144,30,0,561,412,94,589,625,21,14,82,18,465,31,171,17,24,362,352,581 
Norway,4538160,44401,585,10901,123,912,1310,1122,0,4,17642,4669,1364,79,288,688,2,91,141,2193,2287,113,33,0,0,0,5,265,0,14,0,10,12,0,10633,151,156,439,1612,86,646,1917,248,735,99,153,359,1066,371,588,292,268,84,680,0,1179,88,403,7821,4296,992,35,2560,1764,248,270,436,27,0,2,0,384,856,90,60,110,494,39,254 
Occupied Palestinian Territory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Panama,3144728,12428,858,1959,98,984,24,277,0,0,3242,978,506,53,57,315,38,345,342,918,1434,93,162,1,0,6,2,84,5,2,0,7,467,1,1906,49,31,215,158,73,64,213,28,105,119,31,26,217,19,106,103,53,92,786,175,53,38,213,1223,1254,120,1,332,486,34,222,273,18,7,19,12,448,93,121,15,24,160,364,209 
Paraguay,5508615,18934,869,2620,55,1348,57,227,1,2,4136,1164,619,49,53,299,163,878,280,4009,2105,261,136,9,9,2,1,273,23,0,0,5,107,0,2548,72,78,230,130,86,99,275,36,197,150,193,37,182,11,69,128,72,37,1105,117,18,17,326,1223,1556,109,0,649,174,48,212,236,4,39,118,5,381,22,116,25,11,177,660,713 
Peru,,81192,7010,14702,669,3522,416,1990,22,5,14557,14030,6013,442,293,3666,214,2755,839,2623,7394,610,1762,17,0,1,2,3013,10,1,0,94,1230,11,13078,106,123,2250,592,993,477,1003,183,561,562,544,174,823,113,669,632,1624,569,1690,1369,124,109,2480,3341,3348,880,3,9179,1063,414,2778,2949,79,15,196,3,1528,164,344,89,347,252,364,4306 
Philippines,81294378,396297,43399,40310,2869,19021,966,5417,30,95,119742,56413,19493,1288,2342,12476,1801,14209,3796,19013,33617,5007,28507,748,26,1,117,3693,14,23,1538,828,21,267,38821,2017,413,1590,2650,4967,895,6890,258,3929,998,1176,836,1274,267,1089,2406,1489,2248,13922,2280,437,2609,16382,40459,40515,3273,336,34218,19320,6102,6854,10970,478,161,1521,119,6131,1536,2871,531,201,1301,13271,7775 
Poland,38232301,359486,2387,89771,584,5639,1485,3939,0,4,169299,15537,14772,33,516,4000,19,1362,1194,23557,25388,50,940,3,0,0,6,892,3,2,0,219,122,1,87731,1762,1513,5875,9042,2042,3809,21254,1446,4825,1855,1187,2171,3488,2584,2871,2447,2040,356,5126,83,1484,1192,4314,51469,41033,32310,38,6806,6981,1499,5494,3838,56,3,15,1,6500,3717,1148,435,1599,5925,680,5384 
Portugal,10419631,106690,2041,22788,224,4984,682,2007,4,12,41001,9250,4579,381,262,2090,8,329,261,10046,5741,21,345,3,0,0,32,428,1,2,0,51,999,5,22273,607,543,2524,3131,691,949,3035,275,1550,220,367,338,1701,651,1013,760,515,159,4447,75,1420,218,1139,9533,19562,2078,63,3538,2716,372,2256,1784,21,2,5,1,2220,624,172,77,77,1212,182,1177 
Puerto Rico,3794756,27924,1562,4831,292,3066,291,1396,1,0,8104,2692,1499,179,135,1028,5,287,134,312,2110,2,25,3,0,0,0,764,1,0,0,49,580,0,4664,145,157,285,532,238,191,524,50,388,54,82,83,577,94,278,157,167,174,2465,62,1015,13,879,4074,1574,179,2,1019,1074,33,828,849,1,0,4,1,559,84,46,20,264,240,733,164 
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Republic of Korea,48125746,245317,5723,63195,453,12855,5583,4012,2,0,61301,16544,14070,430,2463,3219,71,1302,974,24358,28762,197,3491,13,0,0,4,1067,6,10,1,650,64,1,62598,884,1521,11732,5089,11032,2870,12540,360,1345,1009,372,625,740,930,1502,1442,597,315,12065,80,5212,286,5114,12074,37067,959,82,2680,10880,722,10528,2920,93,1,63,6,9183,3143,943,555,293,8612,795,5238 
Republic of Moldova,3623062,41853,678,4880,17,358,139,369,0,4,23719,2693,3984,23,57,294,11,155,227,681,3564,17,570,0,0,0,10,7,1,1,2,14,18,0,4801,225,67,486,588,312,233,743,92,434,164,104,97,95,123,144,123,79,7,336,5,71,246,383,16061,6599,167,0,748,1812,187,3158,265,23,2,5,4,542,181,248,97,474,583,374,1065 
Reunion,760237,4001,85,819,16,312,170,121,0,0,1213,306,184,8,16,78,3,55,23,198,394,8,11,0,0,0,0,29,0,2,0,5,5,1,765,43,57,62,55,28,32,117,5,54,15,16,9,43,13,37,23,54,9,245,18,59,13,83,318,403,73,18,85,108,8,104,63,1,1,1,1,96,33,21,17,4,93,8,122 
Rodrigues,,229,0,30,,,2,3,1,0,103,21,9,1,0,1,2,17,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,1,3,1,0,1,1,0,8,2,0,1,0,0,1,3,0,2,14,1,0,0,23,46,23,1,0,2,10,0,6,1,0,1,1,0,5,0,2,0,0,3,0,0 
Romania,21794793,269666,3273,43191,135,1959,1214,1658,0,4,167358,15325,16121,67,42,2380,47,1055,1095,233,14509,124,2339,8,0,0,34,226,19,0,0,49,365,1,42939,1735,553,4088,4285,2161,2129,8587,746,3013,1881,641,937,1560,1220,1086,1112,252,73,1867,46,213,605,19463,56509,55210,16826,28,6889,7024,700,12055,2093,265,20,27,0,3479,1627,1181,432,1114,3067,804,2805 
Russian Federation,142902918,2332272,36931,292953,1355,12409,8759,14804,6,217,1308071,101003,75514,1757,2210,13485,469,8512,6921,107600,339296,966,31197,15,56,1,510,1497,84,0,0,778,381,3,290316,8929,6902,41295,35386,8383,13762,56245,,21873,6138,6200,7769,7556,7467,4750,7777,2637,857,11098,300,,7215,30882,618171,485841,,222,42386,50519,7872,39601,,,121,284,59,41751,14814,16833,12568,64359,55330,44252,89389 
Saint Kitts and Nevis,,353,28,53,2,9,1,7,0,0,154,29,13,1,1,9,0,16,3,3,24,1,0,0,0,0,0,24,0,0,0,0,2,0,53,2,4,1,4,3,1,1,1,8,3,2,1,8,0,5,2,0,2,7,0,0,0,5,54,47,1,0,18,1,0,10,9,0,0,0,0,7,1,3,5,0,1,5,2 
Saint Lucia,160218,940,38,170,5,117,0,11,0,0,254,61,30,0,0,17,1,35,4,92,104,0,0,0,0,0,0,24,0,0,0,0,9,0,170,10,7,19,8,5,10,7,2,11,11,1,3,41,0,9,5,0,4,104,3,0,2,29,44,95,20,0,29,24,1,21,17,0,0,1,0,33,1,4,3,0,12,38,13 
Saint Pierre and Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saint Vincent and the Grenadines,108150,765,61,121,12,101,1,10,0,0,253,64,22,7,2,10,0,31,2,10,58,2,1,0,0,0,0,19,0,0,0,0,36,0,119,3,1,9,8,1,8,8,1,6,6,4,0,23,1,10,5,2,12,89,7,1,3,56,83,74,11,0,47,7,5,7,9,0,0,0,0,8,5,10,3,0,7,15,10 
San Marino,,203,0,70,,,0,0,0,0,77,9,2,0,0,0,0,2,1,30,9,0,0,,,,,,0,,,,,,70,0,,10,6,,,9,,7,,,,,,0,3,0,1,2,,,1,2,8,27,1,,6,3,,2,,,0,0,0,3,0,,0,0,5,1,0 
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Serbia,7500031,102785,540,18805,101,2641,443,858,0,1,56754,3529,2976,35,164,1553,1,496,202,9755,3931,7,279,6,0,0,3,159,0,0,0,24,30,0,18548,449,239,1194,2180,794,835,4168,338,1414,485,368,318,698,563,418,452,257,53,2553,2,120,103,2397,12132,16977,2211,4,493,2279,461,1068,1412,116,0,1,0,621,181,93,54,30,1449,164,1339 
Seychelles,84096,647,35,97,15,33,1,9,0,0,250,56,31,7,1,24,1,16,3,29,39,2,4,0,0,0,0,17,2,0,0,0,2,0,97,11,3,1,15,2,4,9,,6,5,2,3,9,5,6,4,0,14,26,0,,0,90,42,35,,0,25,19,2,16,,,0,1,0,13,0,8,0,0,5,5,8 
Singapore,3382900,14908,265,4266,,,5,87,0,0,5131,2663,314,32,39,577,4,48,61,37,827,12,84,0,0,0,4,114,1,0,0,28,0,1,4229,220,77,322,628,278,169,948,15,312,81,35,93,88,72,145,95,37,9,413,1,23,22,348,2904,1333,111,0,2005,596,58,91,249,7,1,3,0,162,80,7,2,7,321,21,227 
Slovakia,5378809,51532,201,11504,68,758,15,573,0,3,27995,2907,2784,0,70,731,4,155,189,553,3022,20,64,1,0,0,2,83,0,0,0,15,1,0,11445,552,270,764,1761,353,538,2020,166,744,198,196,256,474,246,408,367,59,23,730,2,106,117,3319,14902,4763,2425,22,1694,746,271,1610,697,14,1,3,0,778,376,183,32,148,717,118,670 
Slovenia,1995718,18701,106,5063,33,631,208,284,0,0,7168,1406,1224,19,52,188,0,32,56,742,1489,9,22,1,0,0,2,39,0,0,0,8,3,0,4978,147,108,384,672,146,247,948,100,425,47,101,118,277,130,183,120,85,22,591,7,107,83,467,2208,2008,484,0,646,622,126,680,155,2,0,0,0,297,297,36,12,32,540,28,247 
South Africa,46272223,499494,107503,32196,15806,22657,1873,11647,27,90,76293,62735,13699,1391,1755,6741,794,27656,1722,61877,51115,19880,60846,28,2,5,99,3328,135,16,12,244,10451,811,31088,1048,3422,1255,1577,1618,1071,4320,385,2059,2377,400,509,1814,461,1155,821,1108,2810,15709,2372,1466,575,10782,12276,25151,1564,465,37196,14944,1525,4825,5790,107,133,587,74,3647,35,58,94,927,237,2160,43957 
Spain,41314019,368618,6733,97784,1256,11593,11682,12500,5,7,125797,41427,18947,1012,3497,8359,14,915,987,10172,15931,358,491,5,0,1,81,2683,12,5,0,962,1611,8,94507,2224,1740,5786,12210,4445,4283,18114,1229,5772,533,1259,1698,5678,4197,4217,2915,3277,815,9754,144,18171,1672,5533,39400,35947,7233,337,7872,16841,702,6660,6236,109,1,11,2,5920,1590,482,185,710,3372,433,3239 
Sri Lanka,19061066,111863,3920,7986,443,2996,1105,8289,2,0,25827,8206,4964,67,484,2412,60,2759,591,28361,13391,591,968,14,0,0,3,1809,2,0,1,7,2,83,7939,584,491,508,119,209,36,492,,295,82,188,70,40,46,185,435,47,415,2783,87,,50,4508,8025,3513,,0,2193,4447,49,4199,,,12,42,5,2108,818,866,368,151,4382,864,3834 
Suriname,486271,2818,262,343,15,205,6,40,0,0,838,122,166,21,8,82,13,115,32,269,281,13,5,6,0,0,0,22,1,0,0,5,161,16,325,4,0,36,22,22,18,40,3,31,20,2,4,41,1,16,11,18,14,164,18,2,4,101,258,334,20,1,69,39,21,52,68,0,0,12,1,54,15,18,5,3,70,15,101 
Sweden,8924958,95071,1260,22185,267,2250,4779,2294,1,2,42381,6578,3167,167,464,1451,4,159,240,2697,4725,95,96,0,0,2,12,500,0,26,0,57,27,0,21324,249,348,857,2549,612,1459,3124,442,1482,159,315,641,2352,676,1287,689,861,175,1914,76,5286,131,862,19787,10003,3603,198,2733,2759,433,703,793,54,0,2,2,569,588,134,111,255,1180,103,1785 
Switzerland,7313853,61768,627,15711,150,1883,2753,2653,4,3,23738,4062,2354,83,551,615,3,172,238,2515,3653,29,33,0,0,0,14,164,1,9,0,20,101,4,15217,363,398,562,1594,529,977,2708,275,1340,93,205,391,1266,423,876,471,494,67,1618,30,3335,136,1912,10050,4339,1491,83,1607,1749,181,775,342,31,0,2,1,500,1086,65,30,25,1446,75,426 
Syrian Arab Republic,,58354,843,2918,193,883,84,1169,0,0,24267,2648,1138,6,10,1604,32,2591,1393,15607,2968,37,50,7,5,14,5,688,0,16,2,15,0,0,2032,34,14,162,142,204,74,390,,107,14,22,24,75,66,3,366,,192,619,86,,31,404,7287,3650,,2,510,175,12,523,,,0,29,3,1175,59,119,192,76,30,604,713 
Tajikistan,,27230,1708,2161,,,77,,,,12903,3289,1261,5,65,795,57,429,471,910,1874,765,648,0,,1,31,113,,,6,,,7,2149,56,224,542,104,,,149,,107,44,70,,25,,128,72,12,115,482,,,200,3019,5492,2332,1146,32,1220,849,159,917,713,35,1,,,238,58,235,93,128,141,215,766 
TFYR Macedonia,2020157,17960,137,3129,,,41,151,0,0,10236,592,379,0,1,245,3,169,56,1508,748,14,71,1,0,0,0,11,0,0,0,8,0,0,3045,44,26,371,306,,136,608,68,252,46,76,68,114,97,80,81,84,7,551,1,16,35,377,2035,3490,402,0,78,310,50,167,218,26,0,3,0,146,59,22,6,24,149,69,273 
Thailand,62554375,380364,44831,45834,3361,8304,731,7167,3,4,32867,25251,11267,736,623,10979,114,1273,1156,143060,42803,1359,6763,70,8,1,4,15806,8,22,4,262,15598,361,45825,1124,729,975,1302,11222,579,6877,184,1497,1258,582,421,299,284,44,1702,9,324,7383,116,232,58,3213,9011,13398,696,73,11655,5831,216,7278,10587,32,21,92,1,13438,849,4218,220,112,4905,3402,15659 
Trinidad and Tobago,1277840,9624,674,1325,81,1391,36,191,0,0,3555,466,394,31,60,201,5,239,115,146,714,23,24,0,0,0,0,71,0,2,0,8,492,1,1274,21,17,68,112,36,51,105,5,143,60,34,47,277,15,68,42,51,71,1268,24,62,19,376,1701,1003,84,0,213,170,56,159,162,16,0,5,0,179,25,44,21,9,157,179,100 
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkmenistan,4600172,27251,1171,1972,89,399,143,433,3,9,15497,1988,1535,7,39,330,27,342,174,698,2395,236,702,4,0,0,13,101,0,0,1,66,0,0,1923,96,245,269,72,120,21,229,,124,61,46,33,11,13,21,69,49,60,382,4,,163,2693,7761,2664,,13,710,373,97,1226,,,0,24,0,483,68,370,205,143,416,149,561 
Turks and Caicos Islands,,43,1,5,3,3,0,0,0,0,11,0,0,0,0,1,0,4,1,6,8,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,7,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,2 
Ukraine,47986270,754911,12868,95064,,,2758,,,,465345,31825,23303,700,776,4266,85,1571,2182,28563,76311,107,9894,22,,0,132,791,,,3,,1123,2,94314,3621,1645,11587,11617,,,17454,,7954,2362,2301,,2764,,2133,2870,750,230,3046,,,2608,752,304931,107531,33380,9,6276,21730,1631,15270,3112,357,11,,,9444,3155,4447,2409,15097,12543,5709,23507 
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
United Kingdom,59323498,608045,5101,159575,1239,9048,17308,16653,17,30,238337,78901,27900,1622,5089,9812,44,1939,1975,13632,19823,947,503,1,0,4,138,2393,5,29,1,186,228,10,155714,1997,7260,6372,16236,2510,6901,33706,2161,12866,1130,1553,4625,9974,4913,7743,4330,3861,639,7046,85,20742,1358,3850,117782,67470,14761,45,36247,29869,4166,7872,4936,182,5,31,8,3652,3239,217,438,1011,4117,269,6880 
United States of America,288368706,2443387,63981,570570,9661,99457,55788,103064,40,69,923339,234629,86710,3937,14400,58334,379,14255,10687,29975,164112,2501,892,5,0,18,161,33865,49,323,0,5793,14095,12,557271,7737,12701,12198,56741,14047,30264,157713,9905,41514,3952,6853,14682,30446,12628,34727,21498,13299,4614,73249,3510,102105,3579,49707,494382,162672,38748,727,64954,124792,4030,35671,43118,437,22,289,46,47739,16257,3447,3159,17550,31655,17638,26667 
Uruguay,3327770,31115,643,7593,150,868,695,1136,0,0,10233,2663,1223,188,137,591,18,294,219,2442,2009,70,56,0,0,0,0,325,4,0,0,9,142,0,7395,127,265,433,840,69,434,1194,56,624,99,137,124,523,197,340,228,198,110,644,48,1150,37,419,2907,3391,548,6,920,1092,73,348,393,10,6,7,5,326,24,108,48,22,678,199,604 
Uzbekistan,25271833,137028,4937,9534,,,417,,,,75150,13784,7825,0,284,2619,143,2899,1115,2607,10496,317,3495,2,,0,34,369,,,2,,,8,9460,421,815,1338,527,,,1051,,684,354,133,,131,,528,432,74,282,2514,,,948,6531,38922,16722,7711,39,4643,3237,713,6623,2460,82,4,,,2083,418,1187,417,407,1576,743,3665 
Venezuela (Bolivarian Republic of),25399143,110293,5573,17450,279,7606,239,1776,0,23,32550,6411,4664,75,512,1649,335,4982,2114,890,23165,1713,700,16,0,27,17,507,26,2,3,181,1173,23,16391,296,237,1825,1070,679,588,2322,286,1222,1073,517,349,1563,188,778,783,1059,186,6234,947,247,176,3891,16326,8131,600,22,2429,2845,471,2342,1366,102,38,242,49,5753,670,616,74,141,1300,7488,7123 
Virgin Islands (USA),108417,617,15,131,3,37,12,8,0,0,238,35,29,3,4,14,0,4,2,11,71,0,1,0,0,0,0,7,0,0,0,0,7,0,129,4,2,10,11,4,5,21,1,7,3,0,2,22,2,7,3,2,3,26,6,8,0,33,137,41,2,0,16,8,2,15,13,1,0,0,0,14,0,2,0,3,2,41,9 
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
