Countries,Population,Total,Certain infectious and parasitic diseases,Neoplasms,Diseases of blood and disorders of immune mechanism,Endocrine nutritional and metabolic diseases,Mental and behavioural disorders,Diseases of the nervous system,Diseases of the eye and adnexa,Diseases of the ear and mastoid process,Diseases of the circulatory system,Diseases of the respiratory system,Diseases of the digestive system,Diseases of the skin and subcutaneous tissue,Diseases of the musculoskeletal system and connective tissue,Diseases of the genitourinary system,Pregnancy childbirth and the puerperium,Conditions originating in the perinatal period,Congenital malformations deformations and  abnormalities,Symptoms signs and abnormal clinical and laboratory findings,External causes of morbidity and mortality,Intestinal infectious diseases,Tuberculosis,Tetanus,Diphtheria,Whooping cough,Meningococcal infection,Septicaemia,Infections with a predominantly sexual mode of transmission (excluding HIV),Poliomyelitis,Measles,Viral hepatitis,Human immunodeficiency virus [HIV] disease,Malaria,Total of malignant neoplams,Malignant neoplasm of lip oral cavity and pharynx,Malignant neoplasm of oesophagus,Malignant neoplasm of stomach,Malignant neoplasm of colon rectosigmoid junction rectum anus and anal canal,Malignant neoplasm of liver and intrahepatic bile ducts,Malignant neoplasm of pancreas,Malignant neoplasm of trachea bronchus and lung,Melanoma and other skin cancers,Malignant neoplasm of  breast,Malignant neoplasm of cervix uteri,Malignant neoplasm of corpus uteri,Malignant neoplasm of ovary,Malignant neoplasm of prostate,Malignant neoplasm of bladder,Malignant neoplasm of lymphomas and multiple myeloma,Leukaemia,Benign neoplasms,Anaemias,Diabetes mellitus,Malnutrition,Alzheimer and other dementias,Acute rheumatic fever and chronic rheumatic heart diseases,Hypertensive diseases,Ischaemic heart diseases,Cerebrovascular diseases,Diseases of arteries arterioles and capillaries,Influenza,Pneumonia,Chronic lower respiratory diseases,Gastric and duodenal ulcer,Diseases of the liver,Disorders of kidney and ureter,Hyperplasia of prostate,Pregnancy with abortive outcome,Other direct obstetric causes,Indirect obstetric causes,Transport accidents,Falls,Accidental drowning and submersion,Exposure to smoke fire and flames,Accidental poisoning by and exposure to noxious substances,Intentional self-harm,Assault,All other external causes
Bahrain,666855,2033,86,246,19,139,6,27,0,0,537,79,72,39,3,53,2,46,50,319,310,4,13,0,0,0,0,23,0,0,0,9,12,0,235,7,4,12,9,21,9,41,1,30,4,5,4,7,5,21,14,11,17,112,1,0,4,161,179,87,5,0,6,23,11,28,46,2,1,0,1,202,12,9,0,0,29,9,49 
Barbados,269838,2429,143,461,23,262,19,51,0,0,819,174,94,60,10,79,1,41,8,82,101,5,0,1,0,0,0,34,0,0,0,0,89,2,460,14,13,44,30,19,19,19,0,50,20,9,8,91,4,24,12,1,19,226,4,30,5,129,182,191,49,0,91,21,6,40,58,1,0,0,1,36,1,11,1,0,10,28,14 
Belarus,10004958,134867,952,19572,,,467,,,,72401,6686,2965,69,175,1116,20,280,462,12198,15813,25,726,0,,0,39,64,,,0,,,0,19438,641,332,3128,2241,,,3707,,1291,349,366,,570,,619,602,134,46,673,,,584,730,47494,19327,986,5,1030,5038,372,1495,900,108,4,,,1894,611,999,651,3035,3491,1139,3993 
Belgium,10251250,104825,2062,27054,323,2513,2984,2850,1,1,38046,11985,4509,452,487,1431,4,242,270,2772,6839,98,102,1,0,1,24,1233,1,6,0,163,54,1,26324,487,584,951,2940,644,1255,6240,335,2367,149,373,712,1560,788,1272,814,730,178,1556,130,3550,318,918,13017,8738,1765,393,4296,4903,411,1333,1172,27,1,3,0,1704,1079,65,96,130,2143,173,1449 
Belize,247312,1534,84,137,8,106,0,24,0,0,622,125,47,4,1,29,5,72,28,32,210,13,9,0,0,0,2,10,0,0,0,1,47,0,137,0,3,11,2,14,12,14,0,5,13,4,1,15,0,3,8,0,6,89,10,2,4,172,110,122,14,0,72,32,5,30,20,0,0,5,0,71,8,25,3,4,18,57,24 
Bermuda,,500,9,142,1,23,0,10,0,0,209,42,17,1,4,12,0,3,0,2,25,0,0,0,0,0,0,0,0,0,0,0,9,0,138,7,4,5,6,5,11,27,2,13,2,2,8,9,2,8,5,4,0,20,2,7,2,23,103,34,17,0,24,10,1,5,11,0,0,0,0,11,0,2,0,3,1,0,8 
Bolivia,,21609,961,1106,134,467,159,187,0,1,1605,1061,901,18,28,417,18,239,31,10482,2358,226,240,2,0,0,0,424,0,0,0,5,1,4,1092,11,9,77,34,103,32,75,14,48,101,46,12,61,5,27,39,14,120,139,141,6,17,74,303,535,48,0,520,56,18,482,406,2,0,18,0,89,8,74,16,46,13,11,2101 
Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Brazil,175786441,946391,44465,120471,4796,47254,6133,11573,10,133,260484,88312,42995,1652,2474,13364,1648,36181,9730,135479,118285,6130,5999,178,5,27,650,10492,124,15,0,1525,10724,243,119045,4642,5307,10952,7693,5037,4406,14712,1856,8308,3953,2804,1947,7489,2014,4545,4511,1426,3552,35269,6412,2729,2077,23711,78428,84667,9728,213,29335,33689,2975,20508,9872,398,128,1220,267,29621,4253,6154,1014,267,6781,45326,24869 
British Virgin Islands,,94,6,22,1,2,2,1,0,0,31,2,5,0,0,1,0,3,2,8,8,0,0,0,0,0,0,4,0,0,0,0,2,0,22,0,1,1,1,0,1,1,0,2,0,0,0,3,0,1,0,0,1,2,0,0,0,8,5,0,8,0,0,1,0,4,1,0,0,0,0,1,0,4,0,0,0,0,3 
Brunei Darussalam,330554,965,40,189,4,79,2,9,,0,260,90,17,0,4,59,2,24,33,68,85,1,15,0,0,0,1,12,0,0,0,6,2,0,185,15,5,24,13,8,4,36,,14,6,2,2,3,1,15,6,4,4,78,0,,3,27,65,82,,0,25,51,2,8,,,0,2,0,44,3,15,3,2,5,4,9 
Bulgaria,8170172,115087,724,15343,,,250,774,0,1,76141,4500,2974,29,51,1068,13,323,274,5678,4653,42,333,2,0,0,24,174,3,1,0,42,0,1,15285,289,174,1643,2179,,777,2909,176,1155,340,362,311,664,408,335,372,58,104,2084,4,178,260,4248,19877,21711,7747,83,2182,1603,222,1557,942,17,2,11,0,1032,363,204,94,239,1383,290,1048 
Canada,30790834,218062,3112,64111,780,8558,5991,9522,8,7,76426,17744,8148,308,1394,4137,11,898,920,2737,13249,250,138,0,0,2,24,1358,2,27,1,138,511,1,62672,901,1392,1988,6643,1291,3092,16134,905,4857,398,640,1390,3718,1519,3775,2048,1439,446,6714,180,9771,426,1692,42417,15576,4366,567,4399,9811,424,2673,3369,51,1,6,2,3120,1562,287,242,960,3606,467,3005 
Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Cayman Islands,,137,0,41,0,6,0,0,0,0,55,10,5,0,0,1,1,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,2,5,2,0,2,9,0,2,0,0,1,5,1,0,0,1,0,5,0,0,0,6,23,10,3,0,7,0,0,2,1,0,0,1,0,4,0,2,0,0,0,4,4 
Chile,15170387,78814,2030,19059,295,3310,1332,1430,3,11,21956,8287,5693,373,381,1847,49,926,975,3103,7754,237,528,2,0,9,38,459,3,5,0,94,458,0,18262,184,744,3022,1195,633,695,1893,270,1027,683,202,344,1284,314,830,516,797,199,2501,501,1284,298,2292,7676,7455,803,33,4283,2248,246,3504,1185,61,13,28,8,2197,305,470,256,152,1473,793,2108 
Colombia,40403959,187276,7017,27767,879,9372,61,2273,2,11,51608,15192,7292,559,948,3026,776,8275,2826,3417,45945,1611,1215,49,4,28,29,1112,54,7,0,211,1909,119,27258,463,680,4406,1641,1364,929,2890,419,1541,1622,529,492,2020,310,1081,1388,509,654,6694,2034,144,286,5387,22384,13972,1583,24,4732,8246,856,2207,2339,110,68,512,181,7394,977,1142,190,122,2379,28745,4996 
Costa Rica,3925450,14944,417,3093,47,604,80,269,0,1,4739,1499,1018,52,99,342,28,387,305,147,1817,103,78,0,0,1,1,51,4,1,0,17,115,1,3012,54,46,568,219,152,124,255,56,182,128,46,49,282,50,133,137,81,31,522,20,81,51,513,2316,1089,119,0,410,824,71,455,271,6,3,20,5,696,65,125,36,10,242,241,402 
Croatia,4381400,50246,518,11728,43,921,648,435,0,1,26712,2043,2507,4,55,574,3,182,127,840,2905,14,169,6,0,0,3,286,1,1,0,13,8,0,11683,390,213,969,1509,392,513,2478,187,843,91,248,265,466,313,376,321,45,27,905,0,276,177,937,9341,8383,1288,36,851,1023,232,1465,490,17,0,3,0,717,560,111,64,57,926,113,357 
Cuba,11116787,76463,745,16806,,,2023,952,10,11,32270,8281,3015,144,332,701,58,452,565,497,7655,264,53,1,0,0,8,120,2,3,0,33,142,0,16426,492,393,724,1718,180,610,3699,271,1012,398,560,218,1844,402,722,491,380,162,1490,59,1778,222,1317,15220,8143,3687,5,5042,2347,491,988,455,76,9,38,11,1704,1767,272,85,29,1845,587,1366 
Cyprus,943287,5369,40,411,2,30,3,14,0,0,2179,349,59,2,1,36,0,8,2,2090,143,0,0,0,0,0,2,37,0,0,0,0,0,0,358,6,2,10,49,16,21,55,,26,4,2,9,36,7,21,33,53,2,20,0,,0,7,129,291,,0,115,7,3,35,,,0,0,0,102,3,11,5,1,7,5,9 
Czech Republic,10272503,109001,268,28705,94,1476,110,1458,0,0,58192,4959,4239,15,40,1466,5,220,111,573,7070,9,125,0,0,0,9,86,0,0,0,17,1,0,28539,590,407,1565,4402,936,1566,5726,423,1939,363,581,719,1327,748,1000,916,166,35,1414,11,537,313,1212,23384,17343,10943,123,2485,1876,608,1993,1336,42,3,2,0,1572,1957,219,64,303,1649,154,1152 
Denmark,5337344,57044,374,15966,197,1882,1592,1143,2,3,20531,5222,2800,55,317,667,0,163,220,2554,3356,65,38,0,0,0,12,135,2,2,0,15,29,1,15478,308,412,368,2064,256,795,3430,259,1329,142,180,457,1084,604,618,453,488,141,1433,48,1317,23,501,9111,4994,1643,55,1153,3663,567,873,444,44,0,0,0,513,582,37,66,186,728,67,1177 
Dominica,,426,8,98,,,1,3,0,0,129,22,13,6,1,7,0,14,3,50,14,0,2,0,0,0,0,2,0,0,0,0,4,0,96,3,4,13,5,1,4,8,2,4,2,0,0,27,2,5,3,2,2,49,0,0,0,66,12,12,0,0,14,5,1,6,4,0,0,0,0,6,1,1,0,0,2,1,3 
Dominican Republic,,23917,1942,3045,198,986,74,335,1,3,6750,1296,1157,15,45,251,51,1452,371,2799,3118,284,358,24,6,1,18,191,12,0,0,61,897,3,2917,134,56,204,158,242,97,328,46,176,110,129,23,478,11,74,110,128,166,805,113,40,27,818,2623,2161,105,8,527,352,120,770,194,25,8,38,5,1238,17,15,3,6,153,487,1199 
Ecuador,12628596,56335,3381,6922,655,3863,281,1001,0,5,12429,4576,2857,25,114,1646,232,2277,612,7374,8085,875,1130,18,2,8,1,829,16,0,0,42,245,66,6694,75,99,1366,322,553,247,449,91,287,279,347,97,579,65,280,375,228,598,2533,1071,95,88,2487,2319,2729,341,27,2389,852,266,1434,1582,44,20,203,9,2043,319,395,133,194,535,2078,2388 
Egypt,68334905,382138,20517,18838,2261,7289,308,3216,183,14,146161,31427,30852,171,168,9997,492,5876,6218,81441,16709,12402,723,288,0,1,34,1178,17,13,17,1618,12,7,16316,255,207,685,693,2701,615,1364,15,1354,88,251,103,386,1734,242,1414,2522,655,3348,1330,205,1779,17885,9694,21601,16354,103,17038,6741,417,28011,9696,162,5,480,3,5355,574,1591,209,106,49,50,8775 
El Salvador,5811836,28167,1984,2964,171,1256,876,710,0,0,5534,2260,1649,73,127,1448,31,597,401,3035,5051,464,107,9,0,1,0,772,2,0,0,10,557,0,2962,46,43,505,118,187,77,188,13,91,244,166,24,155,11,45,142,2,131,798,233,15,5,140,2692,1099,23,1,1184,451,228,812,1394,11,3,28,0,1740,184,272,36,32,463,2196,128 
Estonia,1396985,18403,147,3389,12,156,25,183,0,1,9982,609,636,18,45,176,5,51,54,822,2092,3,106,1,0,0,2,16,0,0,0,4,3,0,3365,99,43,367,363,93,170,687,67,277,61,70,111,180,82,110,93,24,8,126,3,42,64,332,5940,2904,237,5,303,229,82,285,158,17,2,3,0,252,134,77,151,352,377,190,559 
Falkland Islands (Malvinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Finland,5176209,49316,393,10492,49,664,3083,1553,0,0,21399,4293,2048,31,285,442,3,85,190,178,4128,32,129,0,0,0,6,120,1,3,0,10,10,0,10234,149,176,562,1025,349,721,1846,164,822,77,160,271,750,207,724,334,258,27,572,2,3509,69,434,12900,5020,919,155,2660,1202,269,692,341,25,1,2,0,501,1053,141,75,556,1165,139,498 
France,58895702,530850,10615,149817,2276,19008,17320,20042,3,23,161913,35666,23709,2225,3837,7260,50,1422,1708,32520,41436,1027,1090,13,0,10,45,3858,7,36,2,900,1012,20,143646,4643,4172,5168,15950,6619,6836,24831,1772,10950,689,2134,3210,9080,4257,7412,5046,6171,1217,10816,2524,20552,1786,7626,45330,38404,11093,1561,11343,9494,1025,9438,5470,215,2,39,7,7662,5292,1125,443,1088,10849,503,14474 
French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Georgia,4418300,41285,389,4516,20,851,31,114,0,0,29701,1088,1354,3,11,151,4,390,16,1409,1237,32,289,5,1,1,1,39,0,0,0,4,1,0,4391,91,65,533,334,293,135,827,62,550,101,176,72,108,130,118,127,125,17,827,0,4,67,409,16207,10184,491,7,514,385,111,1130,131,0,1,3,0,235,12,51,68,36,131,146,558 
Germany,82187614,838797,10129,216419,1815,23671,8636,16096,3,10,395043,51806,40712,434,1832,10719,43,1474,1643,23789,34523,325,607,2,0,0,65,5622,9,15,2,1152,580,8,210738,4645,4125,13132,28987,5489,12116,38990,2606,17814,1882,2720,6006,11107,5977,9337,6849,5681,908,21180,75,6357,2265,18775,167681,80786,23148,267,18490,25798,3219,18428,8601,104,2,35,6,7747,7404,507,475,590,11073,603,6124 
Greece,10917457,105170,516,23775,,,84,1343,0,0,52283,7994,2618,35,289,1606,0,277,247,8434,4496,1,83,5,0,0,18,277,0,0,0,53,29,0,23763,250,186,1333,1824,175,1139,5595,283,1603,108,263,403,1253,913,822,1009,12,77,839,0,749,26,1043,12910,18753,923,19,841,1461,293,700,1537,1,0,0,0,2288,492,341,118,365,382,125,385 
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Guadeloupe,431157,2698,78,555,17,169,63,83,0,0,783,115,132,14,10,48,3,38,13,272,305,4,2,0,0,0,0,30,0,0,0,2,27,0,541,19,20,45,35,35,25,54,5,42,2,14,4,77,3,27,12,14,11,128,12,38,4,118,95,269,40,11,42,28,6,56,31,8,0,3,0,109,17,27,6,3,37,2,104 
Guatemala,11688660,67135,6909,5297,,,1397,878,16,6,7163,12044,4105,158,166,997,346,4958,654,8018,8718,4552,468,23,0,54,1,896,8,2,15,3,394,67,5286,79,86,1141,172,0,136,341,45,146,169,365,27,275,30,48,233,11,379,1592,2559,45,8,738,2033,2182,207,35,10252,858,657,1704,844,23,27,319,0,403,256,80,62,61,182,2155,5519 
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Hong Kong SAR,6665000,33989,717,11361,,,87,271,0,0,9549,5627,1433,35,92,1479,3,50,99,357,1906,11,299,2,0,0,1,387,1,0,0,4,0,1,11222,523,399,652,1351,,300,3326,29,397,128,51,120,187,210,413,230,139,20,830,1,136,171,735,3605,3553,402,4,3041,2205,149,487,1189,3,1,2,0,195,150,34,22,198,890,58,359 
Hungary,10024221,135601,659,33679,139,2452,883,1781,0,10,68873,5168,10047,22,306,969,10,534,368,160,9541,24,391,3,0,0,13,62,0,4,0,7,15,0,33280,1688,722,2167,4886,946,1546,7824,520,2316,481,496,652,1399,815,1001,948,399,62,2280,7,1013,401,4729,29799,18939,8303,45,966,3844,942,6883,836,71,0,10,0,1519,3067,231,180,122,3269,258,895 
Iceland,281154,1828,22,500,4,21,62,88,0,0,717,170,51,0,5,24,0,10,5,16,133,3,1,0,0,0,3,6,0,0,0,0,1,0,495,3,12,33,52,9,25,107,8,31,4,6,25,45,11,33,15,5,1,19,0,106,4,17,385,177,28,21,58,80,5,5,14,1,0,0,0,38,18,4,1,4,50,6,12 
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Ireland,3789536,31391,223,7784,,,498,653,0,0,12666,4863,1050,90,159,605,1,125,200,219,1578,8,52,0,0,0,22,75,0,1,2,15,0,1,7666,126,322,352,904,25,349,1568,102,668,65,63,238,541,146,439,248,118,57,412,7,427,53,266,6589,2738,716,44,2474,1664,170,150,397,5,0,1,0,427,347,58,47,34,463,38,164 
Israel,6289206,37688,1187,9160,302,2899,668,1039,4,1,11809,2910,1253,337,187,1646,5,351,225,1594,2111,105,76,0,0,0,3,774,0,0,0,137,23,0,8878,91,95,451,1258,231,534,1303,206,925,59,102,246,386,249,635,427,282,214,2379,15,665,79,627,5730,2650,281,7,715,1299,78,387,1203,17,0,5,0,523,88,39,39,87,394,189,752 
Italy,56923524,560121,4584,160053,,,9553,13288,39,11,240430,37782,25039,751,2032,7672,16,1328,1410,7219,26100,51,494,42,0,0,20,1019,17,23,2,1448,975,5,153431,2866,2020,11278,16646,5490,8112,31534,2018,11354,359,2361,2877,6941,5002,7767,5238,6622,1688,17648,126,14566,1681,21041,73486,67345,11973,1532,9068,18998,1805,11297,5216,203,2,14,0,7530,9756,443,329,277,4108,599,3058 
Jamaica,2600095,15779,753,2823,196,1913,39,239,1,2,4946,1001,411,146,152,367,12,462,125,1770,417,46,16,1,0,0,1,153,0,0,0,7,483,0,2748,34,68,232,209,116,78,342,11,236,141,53,41,534,42,134,88,75,92,1666,95,68,25,892,909,2016,133,38,354,402,99,124,243,49,1,11,0,30,1,17,16,7,3,24,319 
Japan,125612633,961653,19858,304489,4057,17110,3920,9567,12,19,298338,134501,38268,854,4419,21977,84,1125,2702,26548,73805,1212,4951,10,1,1,3,6216,12,11,18,5121,50,1,295484,5066,10256,50650,36203,33981,19094,53724,986,9171,2393,2809,3993,7514,4680,11343,6766,9005,1707,12303,1227,4456,2530,6063,70183,132529,10401,575,86938,19155,3869,16079,20328,108,5,58,15,12857,6245,5978,1416,605,30256,771,15677 
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Kazakhstan,14869021,148855,5057,19333,,,480,1361,,8,74422,10566,5631,113,114,1969,94,1379,1050,4775,20921,347,3909,3,2,3,77,377,27,9,,180,,2,19196,488,1474,2716,1515,,,3779,257,1324,581,380,,297,750,409,489,137,98,1315,,,747,3162,37786,22389,2919,72,2981,5786,525,3210,1681,116,12,82,,1981,438,1286,550,6474,4451,2475,3266 
Kiribati,84406,529,63,14,4,62,0,2,0,1,62,26,76,4,2,4,0,36,1,156,16,0,8,0,0,0,3,4,0,0,0,1,0,0,14,2,1,1,0,3,0,1,0,4,1,0,0,0,0,0,0,0,4,33,10,0,0,9,2,31,0,2,11,9,4,62,2,0,0,0,0,4,0,0,0,0,0,3,9 
Kuwait,2189668,4227,98,519,20,243,1,73,0,0,1689,203,103,4,1,86,2,160,201,165,659,6,24,0,0,0,0,38,1,0,0,23,0,0,498,10,13,25,46,38,25,73,0,49,5,5,9,12,16,33,46,21,11,228,0,3,3,450,642,200,70,1,126,58,7,48,85,1,1,1,0,382,41,17,37,8,35,25,114 
Kyrgyzstan,4887550,34113,1665,3019,78,381,131,516,0,4,15409,4427,1901,16,34,601,44,737,287,1429,3434,368,1019,2,1,1,29,87,12,0,0,85,0,0,2964,83,140,564,214,193,117,400,52,181,140,55,52,70,48,57,121,55,53,358,14,5,256,385,7632,5951,222,288,1345,2401,157,1468,583,10,6,32,3,417,117,342,45,495,512,387,1119 
Latvia,2367550,32205,383,5633,22,258,207,255,0,7,17866,856,1000,39,83,362,5,98,125,1233,3773,5,296,1,11,0,2,25,0,0,0,7,3,0,5569,137,94,585,603,129,327,1039,120,413,117,134,159,233,187,180,197,64,12,235,2,36,124,74,9656,6414,787,29,361,331,156,361,321,32,1,3,1,699,365,235,214,419,770,297,774 
Lithuania,3499536,38919,490,7813,30,274,114,322,0,1,20930,1560,1273,14,79,337,3,94,183,300,5102,5,365,0,0,0,12,67,0,0,0,12,6,0,7723,246,146,848,827,133,404,1375,121,549,251,150,291,413,227,216,267,90,17,241,2,72,250,280,12613,4897,950,18,391,1050,168,608,296,29,1,2,0,769,420,362,151,580,1631,345,844 
Luxembourg,438810,3623,35,979,8,63,92,107,0,0,1414,286,203,14,9,36,1,9,2,109,256,6,3,0,0,0,1,1,0,0,0,2,2,0,976,27,23,33,116,26,54,199,20,80,4,12,17,59,27,42,38,3,6,53,1,104,0,57,455,419,58,5,74,133,11,88,31,1,0,1,0,60,36,0,6,27,62,5,60 
Macau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
