Countries,Population,Total,Certain infectious and parasitic diseases,Neoplasms,Diseases of blood and disorders of immune mechanism,Endocrine nutritional and metabolic diseases,Mental and behavioural disorders,Diseases of the nervous system,Diseases of the eye and adnexa,Diseases of the ear and mastoid process,Diseases of the circulatory system,Diseases of the respiratory system,Diseases of the digestive system,Diseases of the skin and subcutaneous tissue,Diseases of the musculoskeletal system and connective tissue,Diseases of the genitourinary system,Pregnancy childbirth and the puerperium,Conditions originating in the perinatal period,Congenital malformations deformations and  abnormalities,Symptoms signs and abnormal clinical and laboratory findings,External causes of morbidity and mortality,Intestinal infectious diseases,Tuberculosis,Tetanus,Diphtheria,Whooping cough,Meningococcal infection,Septicaemia,Infections with a predominantly sexual mode of transmission (excluding HIV),Poliomyelitis,Measles,Viral hepatitis,Human immunodeficiency virus [HIV] disease,Malaria,Total of malignant neoplams,Malignant neoplasm of lip oral cavity and pharynx,Malignant neoplasm of oesophagus,Malignant neoplasm of stomach,Malignant neoplasm of colon rectosigmoid junction rectum anus and anal canal,Malignant neoplasm of liver and intrahepatic bile ducts,Malignant neoplasm of pancreas,Malignant neoplasm of trachea bronchus and lung,Melanoma and other skin cancers,Malignant neoplasm of  breast,Malignant neoplasm of cervix uteri,Malignant neoplasm of corpus uteri,Malignant neoplasm of ovary,Malignant neoplasm of prostate,Malignant neoplasm of bladder,Malignant neoplasm of lymphomas and multiple myeloma,Leukaemia,Benign neoplasms,Anaemias,Diabetes mellitus,Malnutrition,Alzheimer and other dementias,Acute rheumatic fever and chronic rheumatic heart diseases,Hypertensive diseases,Ischaemic heart diseases,Cerebrovascular diseases,Diseases of arteries arterioles and capillaries,Influenza,Pneumonia,Chronic lower respiratory diseases,Gastric and duodenal ulcer,Diseases of the liver,Disorders of kidney and ureter,Hyperplasia of prostate,Pregnancy with abortive outcome,Other direct obstetric causes,Indirect obstetric causes,Transport accidents,Falls,Accidental drowning and submersion,Exposure to smoke fire and flames,Accidental poisoning by and exposure to noxious substances,Intentional self-harm,Assault,All other external causes
Bahrain,761595,2107,82,271,39,165,1,34,0,0,656,144,96,45,0,76,3,50,54,209,182,9,2,0,0,0,0,37,0,0,0,13,19,0,264,9,7,16,11,17,18,55,2,34,2,1,8,8,5,12,12,7,30,139,2,1,3,288,173,49,6,0,40,67,13,24,64,1,0,3,0,79,2,0,0,3,34,0,64 
Barbados,272261,2648,119,505,32,265,8,29,0,0,844,230,83,64,31,153,2,62,12,97,110,2,0,0,0,0,0,79,0,0,0,2,30,0,505,13,16,30,55,17,17,26,2,55,16,17,8,104,5,25,13,0,29,239,1,11,1,156,183,213,34,1,141,22,8,25,111,4,0,2,0,29,4,7,8,0,0,24,38 
Belarus,9873826,143203,1304,18724,63,607,690,795,0,12,78769,4951,3707,45,172,1084,18,234,411,15104,16513,17,1027,1,0,0,25,63,3,0,0,18,56,0,18536,668,329,2731,2198,332,720,3572,,1260,380,341,486,712,555,366,600,188,34,541,11,,3,1496,52163,19673,,4,866,3815,270,2346,,,5,7,3,2241,1181,1047,718,3737,3467,983,3139 
Belgium,10376133,106209,2721,26944,329,2784,3320,3692,1,1,37069,12757,4491,448,443,1580,7,236,248,2739,6399,193,92,5,0,0,15,1690,0,5,1,124,55,1,25964,499,647,859,2855,657,1326,6174,372,2232,167,328,691,1466,831,1209,878,980,172,1665,128,4340,295,1053,12309,8366,1575,149,4483,5235,284,1282,1316,11,1,6,0,1243,1145,98,97,122,2091,144,1459 
Belize,269132,1277,129,129,10,99,8,26,0,0,325,139,50,4,2,38,1,53,17,25,222,7,15,0,0,0,0,20,0,0,0,0,84,0,128,0,4,11,5,8,8,12,0,7,11,9,2,14,0,6,4,1,8,73,17,4,1,113,74,44,11,0,94,20,1,31,36,0,0,1,0,83,4,33,1,1,12,59,29 
Bermuda,,439,17,134,2,31,4,23,0,0,133,32,12,2,4,16,0,1,1,2,25,0,0,0,0,0,0,2,0,0,0,0,15,0,131,1,3,9,10,3,10,18,4,14,0,4,3,14,5,10,2,3,0,28,0,17,0,5,53,35,8,0,18,13,1,4,15,1,0,0,0,4,2,6,0,6,0,1,6 
Bolivia,,22472,1074,1512,131,487,153,225,0,0,2234,1595,1152,15,26,548,6,316,60,9893,2581,153,200,0,0,0,0,568,0,0,0,4,16,0,1501,6,18,111,67,88,34,152,24,77,132,44,12,72,6,43,52,11,107,195,167,6,6,57,369,819,69,0,716,69,15,640,530,1,0,6,0,36,0,82,24,199,17,17,2206 
Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Brazil,183627339,1002312,46470,134683,5348,51180,7355,13744,21,120,274020,97572,46881,1976,3000,15855,1597,31790,10010,133284,126591,5975,5527,150,5,19,437,12221,93,12,1,1877,11282,103,132980,5305,5998,11738,9089,5607,4893,16455,2140,9342,4202,2831,2210,8977,2356,5272,4940,1703,3724,37484,7257,4766,2040,27839,83181,89016,10160,111,34397,36411,2983,21857,11202,430,152,1087,301,33615,6016,5967,1002,257,7864,51040,20830 
British Virgin Islands,,104,2,24,2,3,4,4,0,0,38,2,4,0,0,0,0,2,1,3,15,0,0,0,0,0,0,2,0,0,0,0,0,0,24,0,0,1,4,0,0,0,1,2,1,0,0,9,0,2,0,0,2,3,0,0,0,21,8,3,0,0,2,0,0,1,0,0,0,0,0,0,1,7,0,0,1,2,4 
Brunei Darussalam,349600,1010,18,157,3,84,3,22,0,0,334,133,36,0,3,32,3,36,25,48,73,0,9,1,0,0,0,6,0,0,0,0,0,0,156,9,2,9,16,13,7,26,,11,3,1,6,5,2,9,5,1,2,82,1,,2,38,107,77,,0,59,68,4,15,,,1,2,0,26,5,19,3,4,5,2,9 
Bulgaria,7823557,111927,639,15790,,,189,710,0,1,75678,3468,2759,24,39,926,4,260,211,5080,4039,19,276,1,0,0,26,212,2,0,0,34,0,0,15725,317,162,1511,2182,,865,3086,207,1138,356,356,383,727,432,289,377,65,86,1953,3,104,197,4925,19373,21177,5993,5,1581,1355,164,1335,835,11,0,4,0,972,280,183,116,176,1092,219,1001 
Canada,31669150,226169,3577,67423,934,10199,6622,10264,4,8,74255,18472,8699,326,1568,4682,23,991,912,3079,14101,584,129,0,0,1,21,1552,5,34,0,394,440,0,65990,1018,1413,1944,6938,1501,3441,17374,969,5060,377,731,1573,3658,1586,3940,2303,1433,532,7970,194,10920,502,1975,40608,15283,4311,218,4739,10162,403,2876,3730,58,2,16,4,3085,1978,266,196,886,3765,447,3478 
Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Cayman Islands,,136,3,32,0,13,1,5,0,0,46,8,7,2,1,5,0,2,1,1,9,0,0,0,0,0,0,1,0,0,0,0,1,0,32,1,0,0,5,1,1,4,1,1,0,0,1,8,1,1,1,0,0,11,1,3,0,4,22,9,3,0,5,2,1,2,4,0,0,0,0,3,0,1,0,0,0,3,2 
Chile,15729268,83672,1807,20522,279,4148,2653,2008,4,2,23770,7430,6600,245,460,2267,33,740,916,2381,7407,240,616,2,0,11,29,144,6,5,0,97,423,0,19699,195,753,3115,1361,779,896,2016,292,1070,677,199,327,1472,304,943,610,823,198,3278,504,2733,274,2686,8106,7972,771,23,3040,2777,242,4154,1489,82,5,18,10,2299,685,583,348,86,1654,829,923 
Colombia,42152147,189800,7257,30734,819,10277,105,2685,2,5,53503,18128,8341,724,1253,3877,545,6062,2796,3291,39366,1539,1301,34,3,9,23,1108,34,7,0,165,2215,109,29860,516,690,4404,1957,1590,988,3333,488,1858,1740,474,572,2224,350,1268,1464,874,481,7586,2048,204,245,5615,23610,13988,1730,18,5390,10097,802,2222,2769,149,50,355,128,6570,1076,1040,161,121,2283,23580,4535 
Costa Rica,4125970,15800,410,3532,61,910,95,360,0,0,4493,1564,1122,60,80,358,24,357,298,141,1935,104,79,0,0,1,2,15,2,1,0,15,140,2,3381,57,45,608,305,192,147,262,79,216,118,62,47,301,45,188,177,151,32,843,23,125,41,481,2267,966,135,4,423,854,57,538,296,9,2,15,7,638,80,148,12,12,317,286,442 
Croatia,4441800,52575,474,12485,56,1111,422,488,0,0,27872,2662,2372,15,57,646,3,156,112,785,2859,9,160,3,0,0,3,261,0,0,0,19,2,0,12373,406,217,995,1622,402,569,2640,211,822,102,202,271,601,330,425,333,112,18,1069,0,250,55,881,10436,8360,1310,27,1229,1178,232,1271,531,17,0,3,0,753,644,90,49,69,865,72,317 
Cuba,11214837,78434,735,18649,227,1917,2314,1048,9,10,32043,8820,2992,138,423,739,62,431,513,583,6781,227,52,1,0,0,7,76,2,14,0,118,74,0,18313,511,486,721,1824,640,677,4277,310,1175,474,607,203,2019,480,845,551,336,180,1696,38,2127,228,1652,15057,8180,3212,0,5647,2908,361,1132,553,84,16,31,6,1291,1733,249,54,34,1499,642,1279 
Cyprus,722357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Czech Republic,10201651,111288,306,29364,99,1488,164,2057,0,0,58065,5286,4607,15,32,1457,4,193,127,729,7295,9,81,0,0,0,9,163,1,0,0,17,0,0,29195,644,446,1440,4629,1033,1720,5568,483,1939,398,467,792,1458,725,1003,878,169,43,1440,4,716,220,1292,22285,16793,11650,51,2717,1940,530,2207,1312,29,1,3,0,1459,2060,209,65,296,1719,139,1348 
Denmark,5387174,57378,846,15396,245,1994,2047,1360,0,5,19837,5859,2743,69,375,952,1,141,205,2756,2547,121,26,0,0,1,11,466,0,10,0,23,43,0,14928,320,378,399,1952,249,749,3430,286,1281,139,189,422,1065,575,637,410,468,194,1360,52,1695,34,607,7795,5266,1661,63,1891,3456,486,899,579,58,0,1,0,453,385,51,78,100,633,61,786 
Dominica,,557,24,123,4,43,5,12,0,0,183,36,23,5,1,10,0,14,2,46,26,0,2,0,0,0,0,8,0,0,0,0,12,0,121,3,3,16,9,1,4,11,1,13,3,2,1,33,0,6,1,2,4,31,0,3,2,86,22,26,0,1,14,4,1,9,5,4,0,0,0,5,3,2,1,0,2,7,6 
Dominican Republic,,28317,2303,3634,196,1353,77,366,0,0,8489,1858,1366,22,71,326,58,1757,425,1954,4012,277,426,25,3,0,5,226,19,0,0,88,1081,6,3509,142,50,231,228,306,100,399,54,214,123,126,25,681,20,91,134,125,185,1109,158,58,38,1119,3348,2548,321,9,741,550,148,929,251,51,8,39,11,1360,20,11,13,3,160,323,2122 
Ecuador,13289600,53482,2895,7051,538,3302,288,837,0,1,12613,4568,2787,22,122,1847,139,1822,482,6712,7456,635,799,8,0,0,2,839,8,0,0,52,422,46,6863,74,86,1465,340,516,282,496,90,331,224,415,106,555,61,259,390,188,488,2430,687,105,60,2195,2292,2906,272,17,2428,786,205,1409,1771,55,9,126,3,2007,320,527,110,154,675,1763,1900 
Egypt,72247626,437038,16593,25139,2585,9580,494,4882,71,13,178650,35201,42683,193,210,14717,694,5105,6276,75334,18618,8428,829,167,0,1,42,1813,16,19,19,2587,3,2,21846,341,211,959,913,3874,589,1916,23,1637,93,231,190,404,1914,132,2392,3293,601,3447,1232,550,1652,20588,10285,31436,22291,2,13797,8370,305,39136,14426,161,13,621,55,6534,872,1490,230,114,42,135,9201 
El Salvador,5900929,29395,2104,3229,143,1204,688,746,0,0,5602,2692,1553,41,121,1645,27,378,332,3917,4973,319,64,6,0,0,0,1104,1,0,0,1,577,0,3225,47,68,485,113,184,103,223,9,108,215,165,45,182,22,56,166,4,102,832,215,21,3,257,1794,1008,20,2,1480,518,204,786,1579,15,0,27,0,1742,185,257,35,9,527,2090,128 
Estonia,1370720,18152,153,3376,16,192,152,210,0,0,9952,617,642,9,49,156,4,36,46,705,1837,4,95,0,0,0,1,26,1,0,0,6,7,0,3351,78,47,342,343,78,204,707,62,235,61,49,117,181,87,122,107,25,7,162,3,53,57,479,5645,2764,409,1,285,242,56,298,143,7,0,4,0,193,152,105,153,245,342,148,499 
Falkland Islands (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Fiji,816626,6116,334,431,30,1154,3,63,0,1,2465,440,88,8,7,77,6,282,14,371,342,29,26,0,0,0,0,213,2,0,0,14,4,0,410,13,5,18,14,29,13,25,3,65,64,12,18,18,2,10,24,21,29,1122,7,3,39,518,573,218,6,0,105,274,22,33,74,0,4,2,0,62,2,13,10,9,10,17,219 
Finland,5213014,49033,377,10705,64,618,3112,2292,1,0,20775,3667,2011,28,265,476,2,70,174,271,4125,70,82,0,0,0,8,106,1,5,0,7,8,0,10426,166,184,554,1056,363,835,1927,180,816,53,155,304,743,203,720,329,279,25,528,3,4168,69,443,12306,4877,992,67,2160,1126,225,766,357,25,0,2,0,504,1184,144,84,582,1075,99,453 
France,60154851,552335,11048,153524,2282,22792,19036,25522,2,24,159804,35973,24548,2243,3837,8393,56,1446,1550,38581,41674,843,942,7,0,5,43,4515,4,44,2,720,950,27,147140,4262,4008,4860,16438,7091,7431,26214,1984,11127,745,2239,3247,9448,4554,7332,5336,6384,1275,11842,2676,26334,1663,8517,43399,37141,10342,450,11919,9651,960,9387,6277,185,5,44,5,6073,5852,1176,514,1001,10871,452,15735 
French Guiana,187419,721,71,103,4,34,11,23,0,0,160,21,19,0,4,12,1,26,16,83,133,4,3,0,0,0,1,12,0,0,0,1,39,5,99,5,1,6,4,9,5,14,1,8,3,1,4,8,0,8,4,4,4,24,2,5,0,17,23,63,6,0,8,5,0,10,11,0,0,1,0,39,4,8,2,2,23,10,45 
Georgia,4328900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Germany,82520176,853946,10891,214788,2029,27191,8535,18452,3,15,396622,58014,42263,521,2021,13181,30,1424,1621,21739,34606,620,512,1,0,0,69,5827,7,12,2,1243,507,11,209255,4786,4484,11844,28589,6016,12686,39323,2800,17173,1762,2536,5754,11510,5652,9432,6859,5533,959,23941,101,7738,2545,24912,163445,75114,23316,300,21522,27241,3377,18115,10011,104,3,22,5,6842,7877,514,475,722,11155,554,6467 
Greece,11023532,105529,759,24799,,,166,1152,0,0,52763,7430,2470,35,418,1355,2,206,223,8472,4041,2,107,2,0,0,1,456,0,0,0,88,20,1,24789,251,200,1365,2020,215,1251,5757,320,1667,94,287,444,1370,928,786,1184,10,65,855,0,718,12,1226,14067,18468,960,0,726,1170,323,682,1278,1,1,1,0,1794,470,409,108,323,375,122,440 
Grenada,102371,818,32,144,2,103,3,25,0,0,274,80,42,10,4,12,0,25,3,19,40,1,1,0,0,0,1,17,0,0,0,1,10,0,144,2,9,11,7,5,6,10,1,16,4,8,1,28,1,5,1,0,2,93,3,4,1,65,43,63,11,0,57,8,3,30,8,2,0,0,0,4,2,8,0,3,4,0,19 
Guadeloupe,444360,2662,104,616,15,178,53,129,0,1,781,95,128,19,13,39,4,31,18,202,236,5,1,1,0,0,0,38,0,0,0,3,33,0,585,22,17,60,42,29,27,44,2,51,7,22,11,92,6,28,15,31,10,129,15,56,3,102,107,297,43,4,37,23,3,60,31,3,0,4,0,79,21,12,8,1,31,9,75 
Guatemala,12573346,66612,6068,5995,,,1559,1007,7,12,9422,11193,4636,219,187,1318,293,4092,558,5162,9382,4130,372,16,0,25,0,622,7,3,7,0,573,51,5978,131,75,1276,190,0,134,381,57,139,213,366,39,322,19,72,315,17,304,2235,2307,138,2,1126,1953,2125,249,13,9482,915,735,2141,1149,47,28,265,0,372,164,97,62,48,255,3341,5043 
Guyana,742537,4986,660,423,54,455,4,65,0,0,1689,255,258,15,13,60,21,178,59,59,718,64,84,0,0,0,1,56,0,0,0,5,399,44,398,8,4,30,23,22,18,20,2,36,28,15,9,72,3,10,11,25,51,363,39,4,15,192,586,595,24,0,174,55,20,159,46,4,2,17,2,147,19,20,6,1,201,183,141 
Haiti,,8011,1581,325,95,445,15,150,0,0,1411,416,227,15,13,70,124,247,57,2316,504,487,266,38,0,0,1,120,1,0,0,17,490,109,292,6,2,24,14,19,8,21,0,26,10,20,7,49,3,7,11,33,89,160,249,19,2,249,100,550,10,13,316,37,29,60,42,1,16,101,6,89,22,20,29,7,2,173,162 
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Hong Kong SAR,6730800,36423,1046,11770,93,886,271,316,0,0,9635,6457,1349,179,141,1765,2,33,90,344,2044,20,275,1,0,0,1,572,1,0,0,113,14,0,11510,542,358,680,1537,1412,338,3403,48,431,106,66,132,209,178,409,236,260,46,783,7,277,129,710,3721,3462,471,7,3877,2102,147,440,1225,24,0,2,0,192,131,27,11,192,1103,61,327 
Hungary,10129551,135823,499,34062,123,2751,963,1725,0,7,69050,5439,9445,43,279,1117,7,416,332,130,9435,12,300,3,0,0,6,78,0,3,0,5,8,0,33530,1760,705,2035,5095,987,1658,8201,504,2309,465,426,679,1308,848,936,965,532,45,2608,4,1190,420,4636,31447,18626,7662,35,908,4098,871,6255,983,57,0,7,0,1619,3116,206,192,185,2801,198,1118 
Iceland,289272,1826,22,502,2,28,56,106,0,0,731,146,64,2,12,26,0,8,10,9,102,3,6,0,0,0,0,11,0,0,0,0,0,0,491,10,9,21,69,5,30,117,10,34,4,7,16,35,16,21,6,11,1,23,0,112,4,20,384,169,23,2,54,83,8,5,16,1,0,0,0,25,10,1,1,6,26,0,33 
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Ireland,3978862,29074,145,7684,,,458,706,3,1,11038,4454,1002,84,154,586,0,109,211,316,1457,8,37,0,0,0,12,40,1,1,0,9,0,1,7603,128,327,324,918,34,389,1574,130,646,66,66,251,477,186,397,247,81,47,418,9,485,35,293,5583,2276,690,6,2209,1475,117,184,364,15,0,0,0,313,367,43,33,33,454,36,178 
Israel,6689750,38359,1063,9800,366,3413,654,1136,2,1,11296,2573,1224,391,207,1758,3,351,249,1697,2175,101,47,0,0,0,2,684,1,3,0,142,26,1,9527,100,112,484,1289,260,651,1387,199,931,64,134,237,434,276,596,439,273,251,2788,30,792,91,649,5362,2485,291,3,651,1110,65,390,1353,14,0,3,0,500,100,35,20,89,417,326,688 
Italy,57604658,588897,7373,167144,2376,24027,9302,19292,67,19,241758,40852,24008,896,3093,9224,28,1188,1798,10768,25684,148,498,22,0,0,24,2490,15,31,3,1576,1268,4,159017,2746,1888,11024,17255,9841,8777,32264,1956,11461,364,2321,3038,7707,5116,7987,5561,8127,1602,19759,360,17141,1956,22325,82059,68927,10757,963,7915,23325,1186,11059,8110,205,4,22,2,6810,2780,397,217,244,4075,648,10513 
Jamaica,2649825,14609,718,2723,171,1654,33,259,0,0,4592,1039,398,190,160,327,12,273,93,1621,345,27,29,0,0,0,1,127,2,0,0,10,454,0,2656,40,50,190,200,76,62,326,11,244,175,48,40,499,31,138,109,67,93,1436,91,87,19,859,855,1898,133,13,359,414,69,122,192,46,1,11,0,33,4,12,12,3,2,15,264 
Japan,126140000,1014951,20982,319175,3992,18034,4175,11056,8,15,312382,147848,39264,799,4356,23956,74,1048,2362,29787,75638,1414,4241,7,0,1,0,6858,11,11,6,5805,61,1,309543,5618,11048,49535,39170,34089,21148,56720,1075,9806,2378,2924,4231,8418,5412,12181,7018,9632,1582,12879,1338,5203,2415,5597,73353,132067,12395,1171,94942,18963,3719,15737,21882,92,7,49,13,10913,6722,5716,1498,814,32118,706,17151 
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Kazakhstan,14909018,155302,4288,18898,,,530,1535,,1,80192,10304,6907,82,164,1870,67,1462,1125,4891,21326,138,3536,2,,1,63,296,17,13,3,74,,3,18741,531,1407,2495,1509,,,3650,286,1255,553,345,,325,781,477,410,157,95,1355,,,695,4545,40731,22335,3478,61,3124,5670,532,4301,1364,49,5,62,,2421,394,1217,416,6182,4350,2211,4135 
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Kuwait,2095993,4424,104,537,24,248,9,62,0,0,1809,233,88,0,0,63,1,160,231,127,728,4,23,0,0,0,0,49,0,0,0,24,1,0,511,12,6,10,46,48,25,80,3,53,7,11,8,13,18,44,48,26,13,236,0,3,5,506,707,200,58,0,151,51,7,57,62,1,0,1,0,419,51,17,27,17,45,78,74 
Kyrgyzstan,5010844,35945,1280,3121,66,311,147,617,0,0,16935,4548,2103,19,104,683,52,982,354,958,3665,189,919,1,0,0,16,48,3,0,0,57,5,0,3055,94,158,544,204,224,82,447,46,230,162,73,74,46,46,38,96,66,50,264,21,10,248,425,9009,6203,130,32,1098,3057,94,1748,670,7,0,41,11,771,123,273,71,500,480,309,1138 
Latvia,2287955,32437,327,5803,31,304,84,373,0,4,18205,822,1063,33,92,345,3,81,106,1388,3373,4,221,0,2,0,4,26,0,0,0,15,11,1,5733,159,105,552,688,139,328,1056,110,410,104,138,201,300,169,177,185,70,10,275,4,87,94,221,8926,6555,1392,1,419,342,180,402,316,20,0,2,1,552,348,208,227,338,604,247,849 
Lithuania,3415213,40990,479,7944,19,302,70,374,0,2,22295,1635,1609,21,102,291,1,79,120,406,5241,7,340,2,0,0,7,62,0,0,0,21,7,0,7839,214,147,789,874,142,388,1450,127,635,224,129,263,430,211,255,273,105,12,265,2,76,183,363,14101,5152,1221,5,468,1057,214,830,259,19,0,1,0,852,444,358,144,680,1455,332,976 
