Countries,Population,Total,Certain infectious and parasitic diseases,Neoplasms,Diseases of blood and disorders of immune mechanism,Endocrine nutritional and metabolic diseases,Mental and behavioural disorders,Diseases of the nervous system,Diseases of the eye and adnexa,Diseases of the ear and mastoid process,Diseases of the circulatory system,Diseases of the respiratory system,Diseases of the digestive system,Diseases of the skin and subcutaneous tissue,Diseases of the musculoskeletal system and connective tissue,Diseases of the genitourinary system,Pregnancy childbirth and the puerperium,Conditions originating in the perinatal period,Congenital malformations deformations and  abnormalities,Symptoms signs and abnormal clinical and laboratory findings,External causes of morbidity and mortality,Intestinal infectious diseases,Tuberculosis,Tetanus,Diphtheria,Whooping cough,Meningococcal infection,Septicaemia,Infections with a predominantly sexual mode of transmission (excluding HIV),Poliomyelitis,Measles,Viral hepatitis,Human immunodeficiency virus [HIV] disease,Malaria,Total of malignant neoplams,Malignant neoplasm of lip oral cavity and pharynx,Malignant neoplasm of oesophagus,Malignant neoplasm of stomach,Malignant neoplasm of colon rectosigmoid junction rectum anus and anal canal,Malignant neoplasm of liver and intrahepatic bile ducts,Malignant neoplasm of pancreas,Malignant neoplasm of trachea bronchus and lung,Melanoma and other skin cancers,Malignant neoplasm of  breast,Malignant neoplasm of cervix uteri,Malignant neoplasm of corpus uteri,Malignant neoplasm of ovary,Malignant neoplasm of prostate,Malignant neoplasm of bladder,Malignant neoplasm of lymphomas and multiple myeloma,Leukaemia,Benign neoplasms,Anaemias,Diabetes mellitus,Malnutrition,Alzheimer and other dementias,Acute rheumatic fever and chronic rheumatic heart diseases,Hypertensive diseases,Ischaemic heart diseases,Cerebrovascular diseases,Diseases of arteries arterioles and capillaries,Influenza,Pneumonia,Chronic lower respiratory diseases,Gastric and duodenal ulcer,Diseases of the liver,Disorders of kidney and ureter,Hyperplasia of prostate,Pregnancy with abortive outcome,Other direct obstetric causes,Indirect obstetric causes,Transport accidents,Falls,Accidental drowning and submersion,Exposure to smoke fire and flames,Accidental poisoning by and exposure to noxious substances,Intentional self-harm,Assault,All other external causes
Czech Republic,10234092,107938,411,28255,106,1486,284,2071,0,1,55155,6040,4823,30,40,1613,3,188,116,940,6376,14,69,0,0,0,2,249,2,0,0,24,5,0,28033,639,445,1296,4246,870,1808,5543,446,1916,343,467,749,1381,706,983,832,222,50,1424,9,878,178,1431,23367,14588,9204,55,2969,2291,566,2261,1438,14,1,2,0,1261,1474,202,62,314,1565,96,1402 
Denmark,5415978,54712,719,15746,215,1949,2535,1402,1,2,17639,5221,2868,92,349,898,0,166,190,2131,2589,109,26,0,0,1,2,340,1,15,0,22,39,0,15293,322,403,405,2025,321,800,3605,272,1259,137,171,403,1108,541,595,461,453,157,1337,44,2145,10,664,6711,4766,1464,41,1732,3033,489,888,516,65,0,0,0,361,287,42,66,185,631,55,962 
Dominica,,489,28,104,6,51,5,11,0,0,157,50,23,8,2,6,0,12,7,3,16,1,0,0,0,0,0,19,0,0,0,0,5,0,101,0,1,8,4,5,3,9,0,3,5,1,0,24,4,8,2,3,4,43,0,5,0,13,44,65,4,0,26,15,0,9,5,0,0,0,0,1,1,2,1,0,1,0,10 
Dominican Republic,,29991,2004,3897,200,1632,80,426,0,0,9422,2354,1367,10,108,398,67,1489,361,1993,4113,214,327,26,7,0,6,283,12,0,0,95,913,13,3751,148,48,255,215,335,122,439,60,284,143,121,22,712,20,77,137,146,186,1401,157,117,21,1218,3813,2961,112,4,885,675,142,907,318,61,4,46,17,1269,17,15,17,6,225,700,1864 
Ecuador,13735232,56796,2741,7990,602,3621,270,944,0,2,12747,4809,3238,13,184,1826,143,1810,554,6785,8517,450,807,15,0,1,1,622,11,1,0,36,618,22,7845,89,105,1513,404,637,278,607,108,326,292,411,122,632,56,335,472,145,516,2794,603,108,51,2836,2507,3057,353,31,2727,973,261,1780,1763,48,17,119,7,2378,501,376,123,163,943,2407,1626 
Egypt,70668129,431638,14637,25574,3834,8574,390,4849,84,16,193021,31053,43303,191,188,14455,566,4486,5748,64545,16124,5869,713,104,0,2,27,1940,27,16,20,3727,1,0,23040,328,245,1022,1023,4339,602,2316,29,1686,88,271,168,509,1947,108,2368,2534,628,3822,525,743,1331,20888,12327,33667,19633,9,12486,6374,305,39309,14237,104,16,496,46,5222,661,1389,188,85,52,84,8443 
El Salvador,5947206,30933,1471,3406,142,1518,837,652,0,0,5526,2732,1522,76,115,1986,23,395,306,4167,6059,269,75,2,0,0,0,613,0,0,0,3,455,0,3399,68,56,529,111,206,103,223,24,109,248,152,60,167,21,62,193,7,115,1151,217,21,5,344,2106,990,28,1,1607,535,167,824,1877,27,4,19,0,1465,299,310,33,25,457,3278,192 
Estonia,1354775,17316,108,3525,13,256,187,251,0,2,9231,473,690,16,66,145,2,29,39,624,1659,1,51,0,0,0,0,10,0,0,0,2,33,0,3479,114,59,313,413,86,169,640,64,242,65,59,118,225,99,106,125,46,5,226,1,66,35,708,4912,2334,457,0,181,215,78,334,131,6,0,1,1,203,127,59,136,262,273,123,476 
Falkland Islands (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Fiji,821820,5952,384,548,11,1221,1,35,0,0,2367,346,103,4,6,80,10,242,25,208,361,41,29,0,0,0,1,258,6,1,0,8,5,0,536,15,7,16,29,48,18,24,3,88,77,7,27,37,7,13,36,12,8,1190,12,0,29,566,509,175,14,0,97,197,27,15,77,3,7,3,0,78,5,80,30,5,22,12,129 
Finland,5246096,47751,367,10856,47,631,2727,2795,2,0,19764,2467,2466,34,293,450,3,77,192,285,4295,40,77,0,1,0,7,135,2,9,0,12,9,0,10593,140,216,541,1049,386,829,1949,208,827,58,155,311,771,249,711,335,263,17,519,4,4325,84,489,11728,4461,856,28,955,1185,251,1129,349,36,0,3,0,480,1239,144,69,799,994,105,465 
France,60995911,527516,9903,155409,2147,19285,17057,26351,4,16,149836,35056,23177,1751,3574,8380,41,1361,1480,34880,37808,875,850,7,0,10,31,3957,5,56,0,761,827,14,148883,4104,3926,4834,16599,7339,8049,27850,2094,11308,734,2228,3315,9099,4711,7249,5362,6526,1189,11296,2499,25998,1598,8199,40597,33906,9613,990,11171,9521,859,8611,6489,173,3,34,4,5377,5333,933,528,1016,10713,435,13473 
French Guiana,203495,740,65,122,4,22,17,19,0,0,152,21,23,1,4,7,1,31,9,87,155,4,1,1,0,0,0,3,0,0,0,3,40,2,118,2,3,15,7,5,2,9,3,12,3,4,1,13,2,10,5,4,3,15,2,9,2,24,19,53,7,0,9,5,1,8,5,0,0,1,0,41,3,9,4,7,25,11,55 
Georgia,4361400,40721,318,4433,66,500,26,278,0,0,27487,721,1201,1,3,329,9,886,29,3196,1238,9,131,0,0,0,0,69,1,0,0,13,0,0,4430,74,41,398,234,186,99,637,47,359,61,161,51,112,101,56,99,3,64,497,0,3,204,657,7342,9196,457,12,182,126,120,970,316,5,1,7,1,191,51,28,104,30,88,59,687 
Germany,82464344,830227,12061,216928,2123,28271,11356,18555,1,9,367361,57742,42787,607,2024,14288,28,1341,1528,20193,33024,1141,450,3,1,0,54,6636,13,15,1,1064,491,6,211396,4819,4790,11300,27539,6142,13575,40681,2880,17455,1626,2448,5571,11203,5585,9476,7193,5532,1000,24342,202,10135,2334,27533,148641,67117,22177,301,21699,25743,3293,16806,11120,101,1,19,6,5635,8548,400,484,713,10270,454,6520 
Greece,11103929,105091,778,25896,,,139,1160,0,0,49738,8209,2452,41,354,1427,0,197,197,8651,4244,0,90,4,0,0,1,500,0,0,0,98,28,0,25884,296,190,1282,2129,227,1300,5988,289,1794,90,299,489,1543,1007,777,1200,12,77,1063,0,693,1,1240,12729,17223,882,1,696,1172,324,745,1352,0,0,0,0,1971,523,333,100,474,400,119,324 
Grenada,102951,790,29,137,11,75,3,16,0,0,298,69,37,10,4,18,0,14,6,6,57,4,2,0,0,0,0,15,0,0,0,0,6,0,137,2,5,7,4,5,5,7,0,3,4,6,1,23,2,15,5,0,7,66,2,2,0,25,60,93,21,0,47,13,4,15,11,3,0,0,0,13,6,8,3,0,6,1,20 
Guadeloupe,450761,2927,105,698,17,198,61,129,0,0,863,123,131,11,12,47,1,29,21,242,239,4,2,1,0,0,0,36,0,1,0,8,29,0,673,25,12,60,70,27,37,59,5,37,8,22,14,98,10,40,14,25,11,147,14,64,2,120,100,313,42,8,50,29,3,51,36,2,0,1,0,63,12,19,8,6,46,15,70 
Guatemala,13183505,70950,6128,6396,409,6164,1743,1679,0,2,8743,11060,4648,194,194,1787,354,3629,777,5526,11505,3764,341,17,0,23,2,898,1,0,6,56,717,21,6329,105,81,1388,195,921,161,417,79,166,258,346,39,434,25,111,342,67,300,2829,2628,59,21,1393,2259,1698,223,26,9079,822,759,2440,1605,54,24,330,0,384,18,109,19,24,242,4364,6345 
Guyana,742495,5232,670,452,69,498,12,111,0,0,1754,255,285,1,10,90,24,203,46,55,697,77,96,0,0,0,0,63,0,0,0,16,359,35,425,9,3,29,28,21,20,27,0,51,43,19,13,78,5,9,10,27,62,411,39,8,9,220,641,585,30,1,145,56,33,179,68,9,4,17,3,158,22,90,8,2,169,138,110 
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Hong Kong SAR,6813200,38683,1066,12570,92,705,292,301,1,0,10138,7076,1423,264,129,1801,2,52,89,527,2150,13,271,1,0,0,1,701,4,1,0,16,13,2,12310,574,364,635,1614,1506,394,3686,49,460,126,75,137,231,207,428,271,260,44,602,8,309,138,825,4003,3434,419,26,4291,2261,130,498,1304,17,1,1,0,203,128,35,2,180,1149,36,417 
Hungary,10087065,135732,500,32057,211,3965,1090,1692,0,3,70938,6502,8505,110,384,961,5,336,339,144,7990,21,256,1,0,0,7,105,0,7,0,2,6,0,30615,1567,586,1722,4557,842,1611,7571,498,2085,416,375,612,1077,775,795,900,1442,98,3598,16,903,142,6429,36893,15557,5977,24,867,5066,758,5525,767,91,1,4,0,1563,2102,192,175,154,2621,194,989 
Iceland,295864,1837,12,525,5,31,67,136,0,0,656,181,58,1,8,29,0,6,6,12,104,1,2,0,0,0,0,4,0,0,0,0,0,0,511,2,15,31,51,11,31,129,6,31,2,6,12,55,11,19,11,14,1,21,1,138,4,18,336,150,35,29,60,82,7,11,16,0,0,0,0,20,15,0,1,12,33,3,20 
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Ireland,4130722,28260,173,7861,,,513,739,0,1,10149,4048,1033,93,196,678,1,87,181,148,1579,20,25,0,0,0,5,50,3,2,1,13,0,1,7749,136,303,337,938,48,349,1587,148,696,83,71,255,548,156,379,277,112,70,471,7,567,48,348,5141,2037,618,2,1943,1360,129,230,422,15,0,1,0,344,340,58,34,78,451,38,236 
Israel,6930128,38897,1244,9808,235,2945,447,1113,2,1,11123,2980,1294,451,215,2246,4,272,278,2130,2109,93,46,0,0,0,2,843,1,4,0,174,26,0,9537,75,135,472,1297,267,673,1416,222,942,55,119,265,400,337,629,468,271,142,2419,7,658,128,653,4879,2660,351,2,838,1198,44,341,1764,14,0,4,0,502,93,49,33,5,425,215,787 
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Jamaica,2677888,17349,771,2841,245,2021,49,264,1,0,4559,1000,386,138,89,295,12,305,83,1668,2600,22,18,6,0,1,0,198,2,0,0,10,439,0,2766,33,39,191,221,103,74,369,13,248,122,71,48,498,47,176,96,75,131,1850,71,121,22,882,847,1882,185,7,239,507,66,131,174,52,2,7,2,326,0,3,21,12,58,1675,505 
Japan,126204902,1083796,23538,335870,4173,19726,4602,13004,3,14,329475,165999,41802,969,4603,26952,66,842,2324,34454,75380,1752,4211,7,0,0,2,8504,18,12,3,6042,69,1,325941,5679,11182,50311,41097,34268,22927,62063,1207,10721,2465,2916,4467,9265,6029,12469,7283,9929,1668,13621,1670,6171,2540,5835,76503,132847,14391,1818,107241,19256,3490,16430,24058,91,3,42,17,10028,6702,6222,1593,891,30557,600,18787 
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Kazakhstan,15147029,157119,4288,18570,139,1297,567,1421,3,6,81102,8889,7478,133,158,1622,81,2095,1281,5586,22403,94,3571,1,0,1,87,293,6,1,3,68,73,0,18430,488,1254,2478,1540,1022,844,3466,,1362,570,336,411,372,381,196,535,140,84,1106,48,,572,4975,36454,21239,,47,3080,4882,485,5539,,,5,66,9,3783,569,1386,433,3122,3919,2177,7014 
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Kuwait,2263604,4784,125,578,17,205,5,62,0,0,1952,244,136,10,3,82,2,168,239,124,832,7,29,0,0,0,0,36,0,0,0,40,6,0,557,9,8,27,44,40,35,72,4,68,8,12,11,13,19,47,57,21,10,184,1,6,8,191,852,456,48,0,143,65,10,62,75,0,0,2,0,478,80,22,22,15,56,34,125 
Kyrgyzstan,5115750,36992,1148,3099,68,387,106,586,0,0,17512,3835,2291,11,96,711,66,1986,447,961,3682,173,797,0,0,4,18,42,10,0,0,47,19,0,3040,93,128,576,213,235,135,397,32,198,151,55,84,42,50,59,92,59,46,350,15,13,239,374,9478,6660,155,85,996,2492,118,1911,693,13,1,52,13,742,117,258,62,494,470,378,1161 
Latvia,2238799,32777,294,5900,33,254,115,375,0,1,18075,925,1082,38,57,372,1,79,86,1874,3216,3,183,0,2,0,2,36,1,0,0,14,26,0,5825,151,97,546,698,139,370,1066,92,400,104,148,177,350,174,192,171,75,12,229,4,112,99,414,8968,6049,1366,0,521,339,150,439,327,29,0,0,1,487,253,250,200,403,564,230,829 
Lithuania,3322528,43799,508,8165,31,378,68,443,0,2,23823,1736,1885,32,88,310,4,86,134,557,5549,2,367,3,0,0,10,76,1,1,0,15,3,0,8048,250,140,768,928,172,459,1376,154,582,215,161,243,477,231,257,264,117,12,337,2,109,151,417,15049,5410,1228,3,660,965,222,1038,266,27,0,3,1,885,506,390,179,694,1319,314,1262 
Luxembourg,465168,3481,109,908,13,68,80,146,0,0,1371,270,150,6,12,40,1,7,5,108,187,6,1,0,0,0,1,72,0,0,0,2,1,0,889,13,28,35,112,38,54,196,13,60,4,13,21,50,26,40,32,19,8,45,4,104,9,33,389,319,65,5,84,119,14,63,35,0,0,1,0,35,38,2,2,12,49,7,42 
Macau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Malaysia,,65941,7339,7569,390,1910,67,1034,2,3,17396,7270,2393,272,216,1451,129,1280,923,8298,7999,119,754,5,0,1,16,4903,0,2,2,141,226,19,7182,444,125,328,609,571,195,1461,65,687,211,71,188,101,76,371,443,387,150,1473,14,31,133,581,7592,4517,282,0,3368,1739,186,867,1220,0,12,97,20,3870,64,179,23,16,39,207,3601 
Maldives,304968,995,10,38,2,9,1,3,0,0,58,46,15,1,1,16,1,11,8,112,663,0,4,0,0,0,0,5,0,0,0,0,0,0,36,4,0,1,1,7,1,5,0,1,2,0,0,3,1,1,2,2,2,6,0,0,0,18,13,14,0,1,4,16,0,6,15,1,0,0,1,1,0,5,5,0,1,1,650 
