Countries,Population,Total,Certain infectious and parasitic diseases,Neoplasms,Diseases of blood and disorders of immune mechanism,Endocrine nutritional and metabolic diseases,Mental and behavioural disorders,Diseases of the nervous system,Diseases of the eye and adnexa,Diseases of the ear and mastoid process,Diseases of the circulatory system,Diseases of the respiratory system,Diseases of the digestive system,Diseases of the skin and subcutaneous tissue,Diseases of the musculoskeletal system and connective tissue,Diseases of the genitourinary system,Pregnancy childbirth and the puerperium,Conditions originating in the perinatal period,Congenital malformations deformations and  abnormalities,Symptoms signs and abnormal clinical and laboratory findings,External causes of morbidity and mortality,Intestinal infectious diseases,Tuberculosis,Tetanus,Diphtheria,Whooping cough,Meningococcal infection,Septicaemia,Infections with a predominantly sexual mode of transmission (excluding HIV),Poliomyelitis,Measles,Viral hepatitis,Human immunodeficiency virus [HIV] disease,Malaria,Total of malignant neoplams,Malignant neoplasm of lip oral cavity and pharynx,Malignant neoplasm of oesophagus,Malignant neoplasm of stomach,Malignant neoplasm of colon rectosigmoid junction rectum anus and anal canal,Malignant neoplasm of liver and intrahepatic bile ducts,Malignant neoplasm of pancreas,Malignant neoplasm of trachea bronchus and lung,Melanoma and other skin cancers,Malignant neoplasm of  breast,Malignant neoplasm of cervix uteri,Malignant neoplasm of corpus uteri,Malignant neoplasm of ovary,Malignant neoplasm of prostate,Malignant neoplasm of bladder,Malignant neoplasm of lymphomas and multiple myeloma,Leukaemia,Benign neoplasms,Anaemias,Diabetes mellitus,Malnutrition,Alzheimer and other dementias,Acute rheumatic fever and chronic rheumatic heart diseases,Hypertensive diseases,Ischaemic heart diseases,Cerebrovascular diseases,Diseases of arteries arterioles and capillaries,Influenza,Pneumonia,Chronic lower respiratory diseases,Gastric and duodenal ulcer,Diseases of the liver,Disorders of kidney and ureter,Hyperplasia of prostate,Pregnancy with abortive outcome,Other direct obstetric causes,Indirect obstetric causes,Transport accidents,Falls,Accidental drowning and submersion,Exposure to smoke fire and flames,Accidental poisoning by and exposure to noxious substances,Intentional self-harm,Assault,All other external causes
Malta,403879,3130,15,718,8,125,70,92,0,0,1388,305,123,50,14,44,0,15,14,32,117,0,1,0,0,0,1,5,0,1,0,3,1,0,699,13,13,38,90,9,34,122,4,71,2,12,23,44,34,39,24,19,5,113,0,80,5,23,762,326,51,0,71,119,16,37,37,2,0,0,0,18,43,4,2,9,19,2,20 
Martinique,397056,2617,94,653,21,155,63,140,0,0,691,133,122,17,15,62,0,30,10,221,190,6,2,0,0,0,0,43,0,0,0,7,14,0,618,13,6,59,60,28,26,45,4,58,9,14,8,119,9,37,22,35,13,106,10,89,5,86,91,236,48,6,49,26,4,43,47,0,0,0,0,44,21,19,1,2,26,14,63 
Mauritius,1206346,8422,145,889,18,1802,54,113,0,0,3144,745,388,10,18,198,4,128,80,185,501,10,13,1,0,0,0,90,0,0,0,4,19,1,852,47,16,72,78,49,42,109,0,88,27,33,14,42,22,21,36,37,14,1778,5,22,5,299,1224,913,10,0,191,252,17,249,191,0,0,4,0,132,19,35,24,2,102,45,142 
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Mexico,109747906,493957,18214,66307,4455,81022,4498,9118,7,41,111708,43307,47635,1037,3293,14253,1269,16459,9216,9471,52501,4262,2738,38,0,28,7,3741,16,4,0,1326,4649,0,62976,959,857,5328,3356,4838,3190,7018,1232,4220,4270,634,1491,4788,745,3138,3726,3331,3652,67090,8440,1745,1138,12876,53185,27368,2076,20,13098,22245,2821,30225,11843,662,93,918,222,16412,2333,2195,701,882,4307,9843,15828 
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Montenegro,623278,5839,12,1026,5,124,27,24,0,0,3086,235,127,0,2,121,0,52,8,758,232,0,3,0,0,0,2,3,0,0,0,0,1,0,1026,12,14,43,58,56,53,311,12,77,17,8,12,44,24,15,17,0,4,122,0,19,4,0,485,742,41,0,37,3,20,49,121,0,0,0,0,66,6,4,2,1,118,24,11 
Montserrat,,59,2,7,0,10,4,0,0,0,29,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,10,0,3,0,9,6,6,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,1,0 
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Netherlands,16320010,136402,1830,40373,507,4492,6436,3546,1,8,43350,14315,5384,392,798,2860,16,509,527,5715,5343,101,70,0,0,0,11,869,1,4,0,45,80,2,39346,538,1443,1529,4600,586,2176,9414,689,3301,235,425,946,2370,1157,1849,1107,1027,379,3759,83,7065,10,904,13343,10326,3462,324,5604,6423,305,999,1514,56,0,15,1,802,1182,93,67,132,1574,176,1317 
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
New Zealand,4134080,27141,147,8037,70,1089,728,988,2,1,10505,2151,685,57,235,353,6,134,153,90,1710,15,21,0,0,1,13,31,0,7,0,15,13,0,7864,126,196,256,1221,140,353,1451,371,648,54,90,190,564,185,449,307,173,36,839,5,1143,175,256,5807,2587,469,14,368,1600,81,136,284,9,0,3,2,488,329,56,19,62,514,73,169 
Nicaragua,,16757,854,2011,116,1291,233,291,0,0,4203,1308,1150,6,93,799,93,1100,409,584,2213,250,204,4,0,0,7,186,2,1,0,28,90,8,1981,30,18,252,112,188,81,142,31,94,218,18,40,160,14,63,147,30,101,1061,181,21,28,445,1979,1203,25,1,653,552,80,697,767,19,1,79,13,528,84,196,11,17,391,571,415 
Norway,4623294,41152,793,10812,110,1126,1559,1295,2,2,14537,4081,1234,74,252,859,2,96,128,1780,2410,146,42,0,0,0,3,328,0,16,0,14,24,0,10567,143,192,438,1468,171,634,1967,336,695,72,156,290,1041,364,578,270,245,63,795,0,1858,44,376,6071,3688,863,50,1895,1796,223,240,510,24,0,1,1,287,353,82,61,316,533,29,749 
Occupied Palestinian Territory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Panama,3319301,14183,1055,2352,85,1005,33,380,0,0,4075,1413,538,42,60,527,42,349,271,513,1443,188,208,0,0,1,2,161,0,0,0,17,447,1,2250,49,34,243,172,106,112,242,23,132,128,23,41,259,28,113,106,102,68,760,143,71,30,202,1490,1482,102,6,510,531,35,249,443,12,1,31,10,426,68,121,13,29,172,377,237 
Paraguay,5795493,22069,1077,3108,86,1781,101,309,0,0,5376,1326,780,37,72,432,135,989,355,3750,2345,263,201,7,0,1,2,329,23,0,0,7,172,0,2969,78,95,243,194,74,100,335,54,251,207,181,44,268,25,96,181,139,46,1491,174,26,43,544,1539,2015,160,3,701,216,59,237,345,8,36,80,19,709,54,105,21,15,242,704,495 
Peru,,89166,10081,17015,517,3205,1,531,0,0,16722,15107,6641,197,70,3557,213,2924,1081,18,11286,645,1773,15,0,2,6,6222,10,0,0,104,1091,3,17008,185,172,2808,862,1266,609,1494,211,780,842,536,263,1203,147,830,767,7,494,1840,1279,39,79,2980,5679,4316,644,2,9911,1524,431,3345,3391,85,19,192,2,2010,268,495,119,600,198,492,7104 
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Poland,38161313,368285,2316,92365,583,5950,1811,4835,0,2,168227,18547,16526,36,556,4539,11,1176,1087,24355,25363,34,834,8,0,1,15,967,0,0,0,220,121,0,90396,1886,1435,5517,9459,1838,4072,21515,1485,5112,1796,1209,2357,3592,2744,2977,2578,1969,344,5447,58,1926,1020,5578,49773,39012,34105,52,8704,7962,1546,6596,4309,39,3,7,0,5953,3648,1011,562,2052,6045,558,5534 
Portugal,10503331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Puerto Rico,3761143,29531,1625,4986,323,3399,276,1857,1,1,8338,2976,1468,183,153,1168,5,250,141,169,2212,28,20,3,0,0,2,860,1,2,0,57,519,0,4837,138,139,247,612,226,221,545,57,364,50,68,98,510,104,303,178,149,200,2790,67,1475,10,869,4270,1525,226,1,1080,1215,27,825,977,4,0,5,0,479,185,37,17,160,290,765,279 
Qatar,836924,1547,12,161,11,108,0,14,0,0,310,63,36,13,0,44,3,49,39,354,330,2,2,0,0,0,0,0,0,0,0,0,6,1,159,3,7,11,9,23,7,20,1,15,1,1,4,3,2,7,11,2,4,104,0,1,3,97,154,20,1,0,7,19,0,26,44,0,0,3,0,231,17,7,16,5,17,6,31 
Republic of Korea,48683040,243883,5525,65857,442,12402,4503,4118,0,4,56266,14208,11208,405,1525,3062,53,902,605,31934,30864,94,3087,9,0,0,2,1151,4,3,0,841,69,0,65117,844,1422,10935,6043,10877,3373,13733,313,1573,1066,279,751,900,905,1813,1438,740,277,11776,68,4384,289,4520,13358,31195,1064,5,4131,7549,373,8392,2797,46,1,48,3,7935,3153,859,443,276,12011,859,5328 
Republic of Moldova,3595187,44689,789,5239,12,402,196,393,0,3,25166,2844,4622,37,44,397,8,160,208,273,3896,18,662,0,0,0,11,8,0,1,0,11,46,0,5184,266,70,525,646,344,298,812,78,421,194,90,92,142,129,163,132,55,3,370,5,136,213,476,16796,7174,176,3,959,1736,180,3692,335,41,1,5,2,524,219,327,167,483,631,295,1250 
Reunion,791602,4365,102,983,24,300,172,157,0,1,1314,305,253,10,20,75,4,74,30,187,354,13,5,0,0,0,0,43,0,1,0,9,7,2,926,52,51,78,82,40,31,140,6,55,8,20,12,63,18,37,34,57,15,237,12,99,24,107,318,409,74,7,80,121,19,124,62,0,0,4,0,82,42,20,9,4,89,17,91 
Rodrigues,36907,224,4,24,0,42,2,4,0,0,94,15,5,1,0,2,0,1,7,8,15,0,1,0,0,0,0,3,0,0,0,0,0,0,24,0,1,0,2,1,1,6,0,2,4,1,0,2,1,0,0,0,0,42,0,1,1,19,32,34,0,0,4,4,1,2,2,0,0,0,0,1,0,3,1,0,1,2,7 
Romania,21623849,262101,2589,44906,115,2248,697,1962,0,3,162997,13350,14713,67,52,2376,37,1251,1000,697,13041,86,1784,6,0,0,15,277,5,0,9,67,231,1,44572,1745,616,3731,4657,2376,2337,9035,758,3169,1793,613,978,1623,1240,1100,1152,334,67,2123,73,456,650,21718,54645,55884,14837,13,5558,6346,594,10483,2115,249,15,22,0,3526,1383,1157,387,922,2603,559,2504 
Russian Federation,143113885,2303935,38996,287915,1231,11783,7964,16196,12,148,1299452,94736,93808,2005,1942,11943,370,7195,6345,105979,315915,650,32220,7,23,3,465,1589,53,0,0,1073,1529,2,285402,8318,6652,38429,36393,8388,13995,52787,,22547,5985,6033,7434,8196,6942,5061,7738,2513,719,10434,387,,5696,27501,625544,465157,,123,46335,41313,7918,55110,,,83,225,57,40165,12885,14419,12043,63006,46063,35636,91698 
Saint Kitts and Nevis,,356,14,44,3,38,7,13,0,0,133,19,14,10,2,12,0,8,2,4,33,2,0,0,0,0,0,7,0,0,0,0,3,0,44,0,0,1,4,3,5,1,1,1,2,1,0,9,0,2,3,0,2,30,0,5,0,15,44,37,3,0,4,4,0,7,10,0,0,0,0,10,3,0,0,0,1,0,19 
Saint Lucia,165407,1134,59,166,6,99,14,19,0,0,372,109,30,9,3,17,2,44,11,80,94,2,6,0,0,0,0,29,2,0,0,0,16,0,160,7,2,11,3,4,5,16,0,11,13,5,5,29,5,13,2,6,2,93,1,7,0,85,75,79,12,1,43,35,5,14,17,0,0,1,1,18,1,9,7,0,4,29,26 
Saint Pierre and Miquelon,,53,1,10,0,2,2,5,0,0,21,1,4,0,0,0,0,0,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,2,1,0,2,0,1,0,0,0,1,0,0,0,1,0,2,0,3,0,0,8,7,3,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0 
Saint Vincent and the Grenadines,108749,815,68,111,2,117,14,15,0,0,275,54,30,2,5,11,0,21,6,8,76,4,1,0,0,0,0,28,1,0,0,0,29,0,105,4,0,5,7,4,2,6,1,7,11,1,1,17,4,4,5,6,2,92,9,1,1,58,93,88,5,2,26,14,3,10,6,1,0,0,0,10,6,5,3,0,8,24,20 
San Marino,29842,219,0,86,,,0,0,0,0,99,4,1,0,0,0,0,0,0,19,8,0,0,,,,,,0,,,,,,86,0,,14,9,,,19,,3,,,,,,0,3,0,,2,,,0,2,9,28,,,3,1,,1,,,0,0,0,7,0,,0,0,1,0,0 
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Serbia,7440769,106771,546,20116,157,2689,751,1212,0,1,60684,4256,3580,50,138,1701,10,353,165,6553,3809,15,249,7,0,0,6,169,1,0,0,40,25,1,19741,440,243,1207,2486,732,988,4543,375,1569,486,335,369,827,519,502,497,375,91,2575,9,392,90,3223,14076,17604,2048,4,639,2842,571,1092,1525,137,0,10,0,768,159,102,66,70,1442,162,1040 
Seychelles,88747,673,50,107,4,16,3,18,0,0,251,91,33,1,0,25,1,9,7,23,34,1,2,0,0,0,0,41,0,0,0,1,0,0,107,9,1,4,12,5,2,11,,8,6,1,1,14,2,10,0,0,4,14,0,,0,105,57,27,,0,58,25,5,7,,,0,1,0,9,3,9,0,0,5,3,5 
Singapore,3543900,15285,355,4106,,,2,61,0,1,5102,2994,359,78,43,624,4,27,62,18,846,16,64,0,0,0,0,209,0,0,0,18,0,1,4067,195,66,322,619,280,196,989,15,302,79,40,88,69,36,119,88,39,7,495,0,18,22,327,2796,1542,93,1,2335,587,47,85,280,1,2,2,0,150,145,16,4,24,359,21,127 
Slovakia,5387285,53475,231,11874,55,765,11,682,0,0,29049,3109,2782,5,51,696,2,162,157,712,3132,8,47,0,0,0,4,141,0,0,0,14,0,0,11794,596,252,737,1772,354,667,2089,229,707,209,229,266,541,261,392,349,80,20,722,2,193,103,3240,15265,4321,3707,19,1810,875,252,1571,644,11,0,2,0,764,472,138,51,162,679,89,777 
Slovenia,2001114,18825,202,5194,31,537,165,220,0,0,7648,1399,1055,19,42,269,1,47,40,521,1435,6,18,0,0,0,1,138,1,1,0,16,3,0,5106,131,88,356,652,133,260,1079,115,389,39,95,117,305,156,204,127,88,18,519,0,118,54,521,2138,1709,498,8,712,523,102,537,222,1,0,1,0,277,321,17,9,26,503,23,259 
South Africa,48352951,591213,140653,34059,19743,26558,1748,15749,38,109,78518,78308,16116,1332,2318,7996,1249,37973,1973,72132,52962,28483,74382,27,2,15,121,4177,96,10,29,315,14493,643,32985,1114,3289,1270,1811,1668,1114,4611,584,2524,2673,409,535,2005,445,1371,878,1074,3181,18416,2458,1600,543,11851,12904,24408,1486,617,44882,15721,1575,5066,6997,115,167,828,253,5431,103,147,274,1129,461,4938,40479 
Spain,43398190,387355,7493,100206,1316,12421,12539,15687,4,6,126907,47089,19624,1107,3596,9567,18,942,962,10969,16902,431,475,2,0,1,55,3419,4,8,3,1067,1450,1,96739,2198,1756,5681,12934,4346,4591,19118,1289,5727,594,1266,1737,5512,4430,4300,3009,3467,866,10339,129,21247,1603,6661,39313,34750,6379,543,9310,17617,618,6483,6831,105,0,18,0,4896,1763,494,223,885,3399,389,4853 
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Suriname,491999,2812,243,293,26,154,6,48,0,2,943,132,141,30,6,47,4,104,23,264,346,20,7,1,0,0,0,16,0,0,0,2,165,1,291,6,5,13,23,29,9,35,1,27,17,2,5,33,4,13,10,2,18,118,10,3,1,75,244,428,29,1,74,33,17,45,35,0,1,2,1,73,10,34,9,3,72,10,135 
Sweden,9029572,91775,1385,22698,307,2364,4673,2814,2,0,38619,6210,2898,126,462,1140,6,114,251,2898,4808,113,58,0,0,0,4,553,0,27,1,67,31,1,21867,293,390,754,2537,610,1491,3505,497,1541,136,345,580,2451,669,1194,724,831,218,1979,60,5610,160,1020,17709,8388,2436,191,2398,2809,365,739,738,41,1,5,0,492,788,99,69,295,1219,84,1762 
Switzerland,7437116,61124,574,15880,176,1711,3145,2762,9,3,22861,4271,2401,82,485,494,4,160,256,2389,3461,36,29,1,0,0,7,168,1,6,0,18,75,1,15420,392,409,542,1633,528,956,2909,343,1294,88,190,408,1264,430,863,544,460,89,1430,14,3806,107,2337,9362,4113,1342,129,1575,1899,170,692,276,29,0,2,2,398,1100,35,31,32,1299,64,502 
Syrian Arab Republic,,56903,980,3285,180,707,67,1001,0,1,31748,2933,1067,10,14,1588,31,2632,1460,6268,2931,41,49,6,3,11,0,800,0,38,0,2,2,1,2271,64,24,131,167,218,121,458,,193,27,26,26,96,78,54,244,,165,518,63,,52,423,7116,3650,,4,619,213,19,487,,,0,26,0,1542,85,151,125,157,23,194,654 
Tajikistan,,28913,1339,2201,,,89,,,,14749,2747,1420,3,18,780,28,635,669,1103,1728,490,622,0,,0,15,101,,,0,,,0,2199,61,298,449,104,,,174,,109,51,69,,20,,128,65,2,131,608,,,203,3542,5706,2645,1878,16,852,818,149,1109,704,37,1,,,309,37,252,104,123,187,123,593 
TFYR Macedonia,2036855,18406,100,3212,,,47,120,0,1,10751,721,332,2,2,263,3,166,47,1343,587,5,63,1,0,0,0,19,0,0,0,2,0,0,3149,64,32,339,299,,149,707,91,207,38,89,56,112,91,62,64,63,7,696,2,12,20,621,2006,3735,428,0,85,312,60,118,247,15,0,3,0,138,72,19,13,13,143,52,137 
Thailand,65863973,395374,40989,50622,601,8384,854,5840,2,0,36770,24965,13072,839,705,13004,99,2963,1409,151096,43160,942,5537,79,10,0,9,22928,1,21,0,205,7949,161,50369,1288,779,998,1536,12568,599,8023,203,1910,1484,523,465,451,355,37,1830,253,293,7371,77,275,41,2452,11627,15719,767,38,12385,5369,163,8228,12591,36,15,84,0,11063,887,4458,211,83,3941,3402,19115 
Trinidad and Tobago,1296933,9885,483,1424,85,1497,47,221,0,1,3428,507,444,42,77,209,6,152,97,172,993,19,20,1,0,0,0,88,1,0,0,6,318,0,1367,24,15,60,141,27,71,118,6,134,71,50,58,266,17,83,47,57,65,1392,23,70,11,394,1579,900,95,2,236,152,100,138,139,35,3,3,0,214,32,46,9,2,136,400,154 
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkmenistan,4747839,28206,1030,1891,65,451,253,369,4,4,16323,1638,1773,3,32,406,12,278,140,1221,2313,125,735,1,0,0,12,85,1,0,0,42,0,0,1851,92,206,251,59,147,32,172,,132,78,31,45,16,27,10,79,40,30,427,3,,141,2848,7530,3637,,1,494,458,113,1473,,,0,10,0,526,62,311,182,220,468,111,433 
Turks and Caicos Islands,,53,2,7,0,1,0,1,0,0,14,6,1,0,0,1,0,1,0,2,17,0,0,0,0,0,0,1,0,0,0,0,1,0,7,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,5,0,0,0,0,5,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,10 
Ukraine,46924816,781961,17245,91849,387,3402,3390,6647,0,42,488769,27998,31692,537,760,3592,75,1792,2183,31647,69954,75,11896,13,2,2,117,672,18,0,0,115,3622,1,90997,3419,1577,10549,11836,1755,4326,15815,,7873,2254,2168,2538,3016,2490,1584,2694,852,195,2975,54,,1942,615,325591,104983,,13,6335,18947,1793,22743,,,10,42,23,9893,3368,4182,2753,14066,10622,4541,20529 
United Arab Emirates,4481976,6361,281,550,,,3,,,,1051,379,131,0,0,150,0,147,298,1490,1171,10,,2,,1,3,220,,,0,,,2,,,,29,52,,,61,,42,30,,,,,,39,,19,204,,,,199,495,274,,2,194,,26,104,,2,0,0,,,79,,28,10,97,34, 
United Kingdom,60238383,582964,6988,157315,1252,8730,17504,17000,18,33,208733,81398,29001,1936,4815,11584,51,2029,2047,11920,20610,2321,452,0,0,5,91,2904,5,33,0,221,242,10,153734,2004,7422,5679,16117,2862,7255,33503,2331,12434,1064,1640,4357,10005,4741,7325,4334,3581,601,6621,78,21035,1311,4184,101213,57728,13262,53,34800,29872,3541,8381,4771,172,7,32,12,3464,3860,219,326,1058,4047,253,7383 
United States of America,296410404,2448017,66507,573022,9590,103124,71466,120710,45,58,860842,239674,87366,4234,14418,62770,760,14621,10410,31994,176406,5714,719,1,0,31,123,34136,54,350,1,5529,12543,6,559312,7773,13499,11514,53252,16076,32760,159292,10798,41116,3924,7096,14787,28905,13253,33405,21623,13710,4624,75119,3003,129573,3365,57355,445687,143579,35458,1812,61189,130907,3451,36783,46132,525,33,431,159,47717,19656,3582,3197,23618,32637,18124,27875 
Uruguay,3325608,31819,634,7629,173,958,577,1364,0,0,10293,3032,1237,218,126,699,9,231,207,2423,1990,67,57,1,0,0,5,264,2,0,0,6,174,0,7408,142,260,388,826,108,406,1168,74,666,102,131,129,596,193,335,190,221,112,690,47,1208,27,496,2738,3525,520,0,1081,1167,62,341,494,16,2,7,0,413,49,75,51,24,499,147,732 
Uzbekistan,26167020,140585,3935,9904,324,3412,339,2499,9,1,79115,11457,8786,27,305,2771,145,2847,704,3863,10142,117,2784,0,0,0,24,445,0,0,1,421,46,0,9821,343,683,1539,470,679,202,1035,96,795,412,200,119,83,149,323,576,83,271,3338,2,13,917,11850,39517,18197,3955,12,5198,3198,609,7339,2652,45,1,126,3,2393,444,1042,289,426,1221,735,3592 
Venezuela (Bolivarian Republic of),26769115,117788,5766,19558,313,8379,135,1779,0,11,35450,7532,4853,51,494,1781,351,5417,2183,755,22980,1675,679,20,0,36,7,576,25,3,0,112,1478,17,18154,312,259,1744,1170,705,686,2667,382,1425,1210,522,362,1766,234,921,774,1404,229,7312,643,249,144,4548,17790,8694,668,22,2633,3397,454,2448,1470,108,45,229,73,5436,702,590,108,82,1016,7610,7436 
Virgin Islands (USA),107768,663,25,127,8,46,9,25,0,0,261,30,23,3,4,17,0,4,5,11,65,0,0,0,0,0,0,13,1,1,0,2,7,0,124,6,1,8,9,1,5,8,1,12,4,2,2,35,1,6,4,3,3,42,0,10,0,25,150,37,6,0,13,13,0,16,11,0,0,0,0,5,4,6,0,4,2,37,7 
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
