Countries,Population,Total,Certain infectious and parasitic diseases,Neoplasms,Diseases of blood and disorders of immune mechanism,Endocrine nutritional and metabolic diseases,Mental and behavioural disorders,Diseases of the nervous system,Diseases of the eye and adnexa,Diseases of the ear and mastoid process,Diseases of the circulatory system,Diseases of the respiratory system,Diseases of the digestive system,Diseases of the skin and subcutaneous tissue,Diseases of the musculoskeletal system and connective tissue,Diseases of the genitourinary system,Pregnancy childbirth and the puerperium,Conditions originating in the perinatal period,Congenital malformations deformations and  abnormalities,Symptoms signs and abnormal clinical and laboratory findings,External causes of morbidity and mortality,Intestinal infectious diseases,Tuberculosis,Tetanus,Diphtheria,Whooping cough,Meningococcal infection,Septicaemia,Infections with a predominantly sexual mode of transmission (excluding HIV),Poliomyelitis,Measles,Viral hepatitis,Human immunodeficiency virus [HIV] disease,Malaria,Total of malignant neoplams,Malignant neoplasm of lip oral cavity and pharynx,Malignant neoplasm of oesophagus,Malignant neoplasm of stomach,Malignant neoplasm of colon rectosigmoid junction rectum anus and anal canal,Malignant neoplasm of liver and intrahepatic bile ducts,Malignant neoplasm of pancreas,Malignant neoplasm of trachea bronchus and lung,Melanoma and other skin cancers,Malignant neoplasm of  breast,Malignant neoplasm of cervix uteri,Malignant neoplasm of corpus uteri,Malignant neoplasm of ovary,Malignant neoplasm of prostate,Malignant neoplasm of bladder,Malignant neoplasm of lymphomas and multiple myeloma,Leukaemia,Benign neoplasms,Anaemias,Diabetes mellitus,Malnutrition,Alzheimer and other dementias,Acute rheumatic fever and chronic rheumatic heart diseases,Hypertensive diseases,Ischaemic heart diseases,Cerebrovascular diseases,Diseases of arteries arterioles and capillaries,Influenza,Pneumonia,Chronic lower respiratory diseases,Gastric and duodenal ulcer,Diseases of the liver,Disorders of kidney and ureter,Hyperplasia of prostate,Pregnancy with abortive outcome,Other direct obstetric causes,Indirect obstetric causes,Transport accidents,Falls,Accidental drowning and submersion,Exposure to smoke fire and flames,Accidental poisoning by and exposure to noxious substances,Intentional self-harm,Assault,All other external causes
Bahrain,1349427,2569,49,237,40,449,13,51,2,0,839,97,60,10,14,79,4,49,46,303,227,2,5,0,0,0,0,14,1,0,0,13,8,1,228,10,3,13,17,7,7,35,1,44,2,2,5,9,3,24,10,9,32,385,0,9,6,199,101,90,3,2,34,32,4,30,60,2,1,1,2,86,11,18,20,0,5,5,82 
Barbados,282503,2489,137,558,18,280,51,55,0,0,745,202,89,56,17,93,1,15,24,34,113,4,2,0,0,0,0,96,0,1,0,2,3,0,533,8,3,15,78,14,31,27,1,54,28,14,8,97,3,31,26,25,14,219,0,63,2,92,202,247,21,1,79,28,12,27,41,9,0,1,0,16,4,0,0,0,0,1,92 
Belarus,9465997,125326,965,17320,61,297,1498,1859,1,4,66208,2138,4176,71,151,724,0,183,246,18968,10456,6,547,0,0,0,13,62,2,0,0,18,240,0,17063,730,405,1939,2280,331,844,2816,,1169,321,338,436,745,299,507,587,257,22,196,6,,290,185,47618,13977,,3,661,1243,209,2337,,,0,0,0,1118,840,576,704,2005,1903,396,2914 
Belgium,11178436,109334,2875,28730,384,2884,4898,5493,4,1,31314,11362,4616,278,545,2633,3,211,266,6006,6831,387,53,2,0,1,11,1466,0,8,0,84,53,1,27293,595,768,742,2898,895,1662,6483,498,2290,176,371,616,1455,862,1297,1016,1437,203,1614,217,6938,283,1011,8227,6985,1396,143,3787,4747,205,1450,2026,16,0,3,0,758,1486,67,72,195,1895,110,2248 
Belize,344193,1611,160,202,16,180,8,35,0,1,335,137,103,5,5,39,0,69,38,12,266,5,15,0,0,0,1,25,0,0,0,0,110,0,186,5,3,17,14,12,7,18,1,11,15,7,2,25,3,7,10,16,11,153,7,6,3,60,93,96,9,0,80,36,3,64,23,4,0,0,0,69,11,22,3,6,17,116,22 
Bermuda,,473,12,136,7,34,2,35,0,0,161,27,16,1,2,10,0,2,3,4,20,0,0,0,0,0,0,7,0,0,0,0,5,0,131,2,2,2,17,9,9,19,2,11,3,4,2,11,9,6,2,5,4,23,0,28,0,14,73,31,6,0,10,10,1,7,8,0,0,0,0,9,1,2,0,0,0,4,4 
Bolivia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Brazil,204259377,1210474,52044,196954,6368,74722,12910,30293,15,143,339607,137808,61941,3918,4999,29702,1787,22666,10619,71721,151646,4814,5023,95,2,89,348,15741,232,50,1,2830,12559,40,193167,7144,7930,14182,15411,8771,8708,24486,3316,14206,5430,3370,3283,13772,3641,7299,6317,3787,4373,58014,6818,17744,2003,46827,106770,100038,12422,464,68322,43490,3054,26575,16460,665,141,1097,408,43431,12550,5107,1250,980,10537,56740,21051 
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Brunei Darussalam,411499,1400,75,309,8,154,12,49,0,0,351,144,41,13,16,30,1,26,24,52,95,1,19,0,0,0,0,35,0,0,0,4,5,1,295,13,1,10,47,21,6,64,1,20,11,4,13,10,4,16,13,14,6,131,0,10,2,71,138,82,9,1,47,66,5,17,23,1,0,1,0,30,12,11,2,0,4,0,36 
Bulgaria,7265115,104345,518,18274,143,1446,82,959,2,0,67910,3512,3629,43,40,1289,8,238,156,3331,2765,25,150,1,0,0,4,252,2,1,0,16,8,1,18115,462,199,1258,2590,661,1091,3624,318,1274,352,420,421,994,570,496,464,159,89,1393,2,181,70,7403,12678,20463,2846,10,1286,1359,280,1778,1270,7,0,8,0,583,369,115,91,99,721,91,696 
Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Cayman Islands,,170,5,49,1,12,1,4,0,0,51,17,1,1,0,5,0,2,0,5,16,0,0,0,0,0,0,3,0,0,0,0,2,0,48,1,1,2,5,2,3,7,0,3,0,2,0,5,2,2,2,1,1,8,1,1,0,18,11,7,6,0,9,4,0,0,2,0,0,0,0,4,1,4,0,0,1,5,1 
Chile,17575833,99769,2494,25688,421,4876,2064,3706,2,1,27659,10268,7350,251,537,2883,52,762,927,2194,7616,351,471,3,0,6,25,717,11,19,0,80,523,0,24593,275,629,3240,2262,1112,1277,3034,356,1389,561,297,421,2041,432,1157,759,1095,336,3743,516,3635,112,4574,7741,9004,921,9,4351,3171,174,4221,1851,30,2,20,16,2196,941,325,329,261,1738,679,1147 
Colombia,47342363,203071,6332,39246,888,9280,233,3061,3,10,62525,22527,9799,1093,2112,5922,381,3855,2457,3822,29512,581,1006,14,0,30,14,1204,42,13,0,137,2383,14,36287,556,650,4818,3003,1791,1463,4195,742,2613,1503,451,858,2650,463,1840,1697,2959,448,7020,1586,599,172,7054,32351,14090,1547,28,7069,11817,636,2534,3862,230,26,232,101,6610,1175,826,92,142,2074,14741,3852 
Costa Rica,4706433,19365,380,4667,74,837,306,505,0,0,5553,1677,1421,85,183,560,10,308,237,549,2013,100,39,0,0,1,0,35,5,0,0,6,133,0,4418,76,55,599,459,268,221,284,84,342,131,59,69,401,83,256,224,249,51,710,31,437,48,605,2664,1277,135,6,500,810,59,698,427,7,0,6,4,601,86,102,15,44,312,368,485 
Croatia,4255689,50386,311,14012,23,1275,1153,850,0,1,24232,2144,2152,11,107,676,2,101,105,473,2758,21,53,0,0,0,2,173,1,0,0,40,7,0,13788,311,172,849,2037,537,709,2802,299,994,127,233,328,739,404,508,395,224,11,1243,0,689,122,1947,10772,7243,1311,32,299,1704,232,1039,402,32,0,1,1,428,1039,100,28,97,692,47,327 
Cuba,11362505,92273,1128,23521,189,2586,4280,1504,29,10,34871,9750,3651,193,647,965,56,293,381,670,7549,351,46,0,0,0,2,96,2,16,0,145,351,0,22982,728,761,857,2329,767,823,5223,397,1445,452,676,285,2800,611,927,602,539,122,2332,49,4075,125,3034,15727,9061,2621,2,5609,3861,364,1441,750,52,7,24,18,926,2137,251,48,96,1500,674,1917 
Cyprus,861930,5272,90,1297,32,444,94,175,0,0,1823,424,204,26,27,180,1,7,9,149,290,18,1,0,0,0,0,53,0,0,0,4,2,0,1250,12,4,67,115,57,68,234,26,107,9,18,40,99,46,77,61,47,22,373,4,171,16,174,643,366,60,0,61,153,12,64,107,4,0,1,0,54,32,15,2,8,45,12,122 
Czech Republic,10510719,109160,1539,27449,204,4286,1186,2601,0,3,51731,6833,4607,137,173,1165,1,138,183,1326,5598,247,66,0,0,0,5,1017,1,2,0,28,7,0,27084,718,533,1100,3572,830,1994,5426,489,1692,369,445,726,1422,769,963,899,365,76,3748,136,2355,307,2869,27936,10316,2653,183,2241,3584,432,2174,930,27,0,1,0,760,657,177,43,419,1577,92,1873 
Denmark,5608784,52182,979,15504,246,1695,3200,2019,1,1,12655,6046,2159,55,357,845,1,110,136,4122,2051,218,15,0,0,0,2,447,0,2,1,28,29,1,15247,345,377,363,1820,410,943,3681,361,1087,111,160,364,1198,488,594,476,257,166,1320,19,3307,80,884,4129,3328,970,27,1900,3547,257,769,506,33,0,1,0,214,538,29,57,203,610,20,380 
Dominica,,619,26,123,7,52,4,10,0,1,224,42,22,6,2,6,0,33,6,10,45,7,3,0,0,0,0,9,1,0,0,0,2,0,116,2,2,12,5,3,5,10,4,7,4,2,1,29,1,7,4,7,5,45,1,0,1,34,26,53,10,3,21,12,3,6,5,1,0,0,0,9,1,5,1,0,1,14,14 
Dominican Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Ecuador,15661312,63104,1941,10124,479,5516,184,1322,0,0,14471,6354,3822,95,332,1980,158,1390,908,5495,8533,163,401,5,1,0,1,398,4,2,0,40,762,4,9609,90,105,1570,598,637,320,642,189,518,357,345,177,842,108,502,592,515,369,4695,428,332,109,4189,2942,3567,394,58,3691,1425,221,2005,1763,81,15,112,28,3109,417,329,96,155,676,1271,2480 
Egypt,87613909,511183,17009,34933,5786,11613,588,6088,35,28,218493,40420,56416,340,390,19772,503,4082,8525,64825,21337,3730,232,81,0,0,40,4220,35,16,3,6305,12,3,32230,406,337,1747,1513,6957,1086,3396,131,2512,137,412,275,738,1671,383,3052,2703,868,5120,209,387,1639,38503,18661,15097,27902,8,16199,4596,324,53782,19523,78,14,471,3,9086,1398,1965,796,160,149,265,7518 
El Salvador,6089644,34247,1393,3811,149,2289,463,742,0,0,5587,2664,1691,95,108,3043,39,435,262,7050,4426,103,55,1,0,2,0,846,0,0,0,10,313,0,3795,66,60,461,198,313,127,259,27,189,215,149,77,231,28,135,213,16,116,1980,168,63,6,578,2188,997,48,3,1382,642,116,979,2833,39,1,37,1,956,225,205,19,183,487,2164,187 
Estonia,1317997,15374,115,3746,20,173,108,291,0,1,8293,517,570,15,45,126,1,12,23,315,1003,1,25,0,0,0,1,8,1,0,0,10,52,0,3676,99,49,291,461,95,260,658,70,209,63,61,82,259,115,173,146,70,14,146,1,120,31,2287,3545,1209,252,9,232,237,65,262,95,10,0,1,0,94,109,40,44,237,218,52,209 
Falkland Islands (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Finland,5438972,51478,312,12226,70,632,2290,7050,0,0,19654,1893,2454,22,206,373,1,42,167,481,3605,35,31,0,0,0,5,145,0,3,0,8,4,0,11898,204,253,479,1200,453,1025,2225,276,866,54,187,305,853,257,807,338,328,26,488,4,7784,36,1315,10552,4419,1075,28,258,1234,144,1277,314,16,0,1,0,318,1113,131,47,597,887,78,434 
France,63781775,556031,10660,159718,2034,19477,22178,34977,39,16,138894,36830,22445,1264,4030,8734,38,1405,1500,55883,35909,1961,501,1,1,10,23,5198,0,58,0,611,449,12,152771,3840,3652,4665,16926,8120,10117,30211,2480,11678,749,2509,3375,8590,4891,7708,5878,6947,1174,11170,2992,38322,1648,9842,33429,31599,7599,597,11807,10319,820,7767,6762,71,2,30,6,3018,6546,954,398,1989,9600,395,13009 
French Guiana,254283,762,49,129,4,42,18,24,0,0,133,29,36,2,7,17,1,23,12,142,94,4,2,0,0,0,0,9,0,0,0,0,23,0,121,3,0,4,10,5,9,12,1,12,2,8,2,7,0,8,7,8,3,32,4,23,2,20,14,52,1,1,9,6,0,23,11,0,0,1,0,18,4,8,2,2,19,6,35 
Georgia,4487200,48553,510,4992,158,1124,65,577,3,2,18693,1142,1295,15,59,467,16,433,140,17323,1539,14,134,1,0,0,2,46,3,0,1,216,39,0,4666,125,53,399,318,274,151,812,96,453,136,98,137,210,156,163,128,326,108,1052,8,63,168,3430,4843,4870,260,24,368,307,105,582,417,18,1,11,4,279,92,62,67,23,158,45,813 
Germany,80645605,893825,18480,230840,2916,31197,36117,25754,9,29,354493,64918,40112,1374,3524,21888,29,1117,1706,25189,34133,5760,366,1,0,2,33,7997,7,22,2,991,401,5,223842,5473,5436,9622,25693,7467,16601,44848,3791,17853,1550,2579,5466,13408,5757,10876,7955,6998,1410,24257,263,35477,2891,39645,128808,58556,18504,301,19918,32750,2567,15255,16749,162,1,22,5,3771,10842,465,415,650,10091,398,7501 
Greece,10965241,111794,1149,28857,,,137,1830,0,0,46342,10924,3049,28,371,2106,0,158,195,10979,3473,12,70,1,0,1,5,840,0,0,0,103,44,0,28844,325,232,1375,2549,261,1712,6991,411,2032,141,343,492,1586,1213,1095,1141,13,74,1400,0,762,6,2332,11408,14996,969,13,1196,2112,455,828,1697,0,0,0,0,1096,481,402,87,205,533,158,511 
Grenada,105902,820,26,156,17,95,7,14,0,0,286,67,36,8,6,13,1,29,3,9,47,0,0,0,0,0,0,14,1,0,0,0,5,0,146,3,1,2,10,2,10,9,0,14,8,4,2,36,2,15,4,10,14,79,3,7,5,56,86,92,7,0,43,8,0,14,7,2,0,1,0,11,4,10,1,1,0,7,13 
Guadeloupe,463536,2942,92,691,20,179,74,160,0,1,710,126,133,14,19,57,1,27,23,395,220,12,2,0,0,0,0,44,0,1,0,6,9,0,667,15,24,51,69,25,57,48,6,53,8,16,10,102,14,49,27,24,14,121,22,118,5,102,98,251,30,5,49,28,7,44,43,0,0,1,0,48,19,13,1,9,39,13,78 
Guatemala,15690793,74866,4324,7857,617,7401,505,1377,0,1,11930,9552,5404,50,234,3196,318,2980,1409,5354,12357,2314,302,11,0,18,1,931,4,3,1,47,445,8,7432,102,120,1346,279,1281,198,349,161,307,382,347,100,569,43,180,468,425,452,5251,1736,94,21,980,4877,3190,100,6,7409,1094,598,3097,3009,80,15,256,47,1140,3,342,98,1176,456,4192,4950 
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Honduras,,6477,477,499,56,580,24,129,0,0,1143,624,482,18,33,150,37,1202,395,57,571,67,91,4,0,8,0,90,0,0,0,7,151,1,449,5,5,44,25,21,7,41,3,17,33,2,3,21,2,32,73,50,42,497,59,5,19,187,286,420,26,3,284,242,11,254,110,16,2,30,5,111,30,1,6,6,94,139,184 
Hong Kong SAR,7187500,43399,1216,13892,111,465,1006,373,1,0,9782,9281,1390,175,165,2156,0,39,60,1421,1860,62,178,0,0,0,0,852,1,0,0,25,20,0,13589,496,329,625,1981,1524,584,3867,66,596,142,131,208,372,172,483,302,303,61,360,5,1045,65,700,4007,3252,417,25,6830,1743,96,423,1634,6,0,0,0,140,232,30,18,137,999,27,277 
Hungary,9893082,126778,904,33274,207,2916,3106,1730,0,12,62979,7009,6390,93,407,908,13,279,276,151,6124,432,98,1,0,0,11,57,1,7,0,204,7,0,32748,1431,627,1619,5107,832,1976,8591,526,2167,405,417,739,1211,899,890,909,526,108,2584,16,3246,318,7633,32104,12828,3135,7,795,5490,710,3324,643,92,2,6,5,783,1776,123,112,103,2093,126,1008 
Iceland,323764,2158,19,598,6,44,72,218,0,0,709,174,72,4,10,39,0,5,12,30,146,5,0,0,0,0,0,9,0,1,0,0,1,0,586,4,20,19,58,21,34,133,4,52,5,2,7,63,24,27,14,12,4,33,1,196,2,39,344,132,24,3,63,94,7,12,29,3,0,0,0,20,22,2,1,12,49,3,37 
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Ireland,4593125,29504,245,8961,102,754,1207,1378,0,0,9473,3504,1069,54,220,633,3,107,196,107,1491,44,23,0,0,0,3,91,0,2,0,27,10,0,8725,163,372,298,1032,306,495,1831,242,704,76,110,263,499,210,447,275,236,56,573,2,1810,51,308,4642,1959,495,16,983,1657,64,366,474,7,0,2,1,167,197,51,25,282,487,26,256 
Israel,8059456,41479,2150,10962,297,3060,1266,1486,2,4,10036,3172,1450,511,301,2038,14,231,282,2464,1753,240,14,0,0,0,5,1625,3,3,0,80,33,0,10698,126,135,474,1374,302,885,1846,367,1052,82,200,276,372,355,726,479,264,181,2314,22,1732,147,798,3965,2329,406,16,904,1210,42,390,1551,9,0,6,2,354,126,55,26,1,372,131,688 
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Japan,125704000,1268436,25733,375904,4477,21484,11934,26885,5,18,345650,203673,47611,1465,5849,36387,41,561,2079,86913,71767,2586,3171,5,0,1,2,11158,6,22,2,4882,45,0,364877,7179,11543,48632,48002,30175,30672,72734,1525,13148,2656,3377,4717,11560,7685,15466,8133,11027,2010,13812,1693,20956,2349,7165,74809,118347,19664,1514,122969,19528,2828,15930,30582,108,1,27,8,6060,7766,7523,1304,694,26080,344,21996 
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Kazakhstan,17035276,136261,1791,17316,136,2278,776,8355,14,9,41685,16101,13572,100,991,3959,41,2492,1129,9005,16511,47,976,0,1,0,23,339,5,0,0,39,184,0,17038,492,980,2110,1626,780,851,3018,213,1383,607,306,478,402,262,348,477,278,77,2009,75,2619,376,1624,14610,15017,2309,12,3039,12000,604,10676,3451,416,2,26,13,3249,641,750,344,1967,3514,1080,4966 
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Kuwait,3891929,5909,250,792,18,169,2,52,0,0,2491,547,153,2,13,109,4,209,203,73,822,6,7,0,0,0,1,220,0,0,0,11,0,0,780,11,10,23,91,54,49,95,1,87,4,17,21,24,19,61,23,12,10,138,0,1,2,131,1081,406,15,4,464,31,7,66,67,0,1,3,0,464,60,26,25,12,44,18,173 
Kyrgyzstan,5719852,34880,1002,3487,50,419,52,511,0,2,17629,2169,2468,21,109,511,56,1976,573,689,3156,102,611,0,1,1,8,49,3,1,0,50,122,0,3437,111,146,599,224,291,154,477,49,217,215,54,89,71,50,67,106,50,32,394,6,16,174,533,11149,4778,210,45,649,1281,88,2143,504,2,2,41,13,1024,77,214,42,372,446,217,764 
Latvia,2012647,28687,354,6046,24,505,341,309,0,6,16358,831,1054,36,95,388,2,50,44,441,1803,4,102,0,1,1,2,22,0,0,0,52,110,0,5956,200,116,485,680,145,356,995,141,434,132,130,183,368,216,202,207,90,18,458,1,249,55,1111,8292,4887,448,61,389,312,150,412,288,51,0,2,0,194,180,131,115,143,383,120,537 
Lithuania,2957689,41511,635,8027,38,337,104,597,0,1,23361,1470,2234,44,92,317,2,41,79,517,3615,5,211,2,0,0,12,310,1,0,0,32,26,0,7878,254,175,643,932,156,441,1309,147,564,180,158,249,529,214,249,265,149,24,307,7,287,105,572,15122,5897,384,9,590,780,282,1042,275,15,0,2,0,316,378,198,80,437,1085,144,977 
Luxembourg,543360,3671,84,1046,19,112,188,174,0,0,1173,276,149,2,14,57,1,8,11,99,258,11,0,0,0,0,0,51,1,0,0,7,5,0,1009,6,26,34,132,58,71,196,19,92,9,13,26,42,28,47,49,37,5,77,11,219,17,60,348,245,58,5,69,148,3,64,52,0,0,0,0,32,51,1,0,7,40,1,126 
Macau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Malta,423431,3236,24,871,4,113,121,84,0,0,1298,344,101,18,12,96,0,12,10,22,106,4,3,0,0,0,0,8,0,0,0,2,1,0,849,17,12,46,109,21,72,154,17,83,4,11,29,37,29,44,20,22,4,105,0,127,0,28,705,274,49,0,135,78,10,27,51,2,0,0,0,24,46,1,0,0,22,6,7 
Martinique,395662,2896,76,825,12,204,75,207,0,0,699,137,123,15,24,43,3,13,18,260,162,5,1,0,0,0,0,45,0,0,0,2,9,0,777,14,13,53,97,29,63,71,2,65,3,30,10,123,18,47,22,48,9,135,25,151,11,88,94,216,36,11,46,29,7,28,28,1,0,3,0,25,16,13,4,10,27,6,61 
