Countries,Population,Total,Certain infectious and parasitic diseases,Neoplasms,Diseases of blood and disorders of immune mechanism,Endocrine nutritional and metabolic diseases,Mental and behavioural disorders,Diseases of the nervous system,Diseases of the eye and adnexa,Diseases of the ear and mastoid process,Diseases of the circulatory system,Diseases of the respiratory system,Diseases of the digestive system,Diseases of the skin and subcutaneous tissue,Diseases of the musculoskeletal system and connective tissue,Diseases of the genitourinary system,Pregnancy childbirth and the puerperium,Conditions originating in the perinatal period,Congenital malformations deformations and  abnormalities,Symptoms signs and abnormal clinical and laboratory findings,External causes of morbidity and mortality,Intestinal infectious diseases,Tuberculosis,Tetanus,Diphtheria,Whooping cough,Meningococcal infection,Septicaemia,Infections with a predominantly sexual mode of transmission (excluding HIV),Poliomyelitis,Measles,Viral hepatitis,Human immunodeficiency virus [HIV] disease,Malaria,Total of malignant neoplams,Malignant neoplasm of lip oral cavity and pharynx,Malignant neoplasm of oesophagus,Malignant neoplasm of stomach,Malignant neoplasm of colon rectosigmoid junction rectum anus and anal canal,Malignant neoplasm of liver and intrahepatic bile ducts,Malignant neoplasm of pancreas,Malignant neoplasm of trachea bronchus and lung,Melanoma and other skin cancers,Malignant neoplasm of  breast,Malignant neoplasm of cervix uteri,Malignant neoplasm of corpus uteri,Malignant neoplasm of ovary,Malignant neoplasm of prostate,Malignant neoplasm of bladder,Malignant neoplasm of lymphomas and multiple myeloma,Leukaemia,Benign neoplasms,Anaemias,Diabetes mellitus,Malnutrition,Alzheimer and other dementias,Acute rheumatic fever and chronic rheumatic heart diseases,Hypertensive diseases,Ischaemic heart diseases,Cerebrovascular diseases,Diseases of arteries arterioles and capillaries,Influenza,Pneumonia,Chronic lower respiratory diseases,Gastric and duodenal ulcer,Diseases of the liver,Disorders of kidney and ureter,Hyperplasia of prostate,Pregnancy with abortive outcome,Other direct obstetric causes,Indirect obstetric causes,Transport accidents,Falls,Accidental drowning and submersion,Exposure to smoke fire and flames,Accidental poisoning by and exposure to noxious substances,Intentional self-harm,Assault,All other external causes
Cyprus,732149,5225,46,1005,23,389,29,105,0,0,2013,350,180,24,23,128,0,11,13,568,318,1,3,0,0,0,1,30,0,0,0,3,1,0,975,8,6,36,95,28,49,166,17,88,8,22,22,82,29,65,37,30,21,354,0,70,15,155,644,405,71,0,102,115,13,52,102,3,0,0,0,128,18,20,5,2,7,10,128 
Czech Republic,10206923,107177,328,29304,62,1416,181,1975,0,0,55042,4755,4537,11,25,1486,5,207,82,770,6991,11,69,0,0,0,12,189,1,0,0,18,0,0,29168,656,442,1409,4556,959,1711,5689,469,1998,394,534,743,1520,786,1047,906,136,21,1358,10,785,204,1603,21056,14466,12175,19,2375,1737,571,2100,1349,27,0,4,0,1316,2032,166,69,293,1583,124,1408 
Denmark,5401177,55637,812,15634,258,1846,2193,1373,0,2,18538,5415,2760,74,358,941,0,170,199,2629,2435,127,38,0,0,0,7,424,0,8,0,31,40,1,15209,283,415,365,1970,234,813,3609,267,1271,139,171,405,1119,583,588,432,425,184,1288,68,1784,19,652,7161,5025,1646,49,1837,3097,463,878,542,50,0,0,0,383,374,43,63,95,661,35,781 
Dominica,,557,19,125,4,53,6,3,0,0,196,49,17,8,0,13,0,9,2,30,23,0,1,0,0,0,0,8,0,0,0,0,9,0,125,0,2,17,8,4,7,5,0,4,6,4,0,41,2,4,5,0,4,46,1,2,1,81,30,32,3,2,21,14,0,7,10,1,0,0,0,8,0,2,1,0,2,4,6 
Dominican Republic,,30656,2297,3896,217,1656,86,485,0,0,9319,2103,1539,22,69,354,85,1747,384,2209,4131,282,422,38,9,0,9,278,20,0,0,76,1044,5,3735,139,48,243,271,333,110,410,59,243,150,118,13,762,21,92,154,161,188,1370,218,111,35,1262,3495,2936,159,5,806,669,155,1019,283,50,9,62,14,1228,30,28,10,2,149,497,2187 
Ecuador,13509645,54697,2659,7537,499,3635,268,981,0,2,12111,5252,3044,12,154,1875,129,1912,503,6355,7769,515,763,18,0,0,3,697,3,0,0,30,495,37,7379,82,84,1484,401,573,256,568,107,304,235,409,111,636,55,327,457,158,424,2671,646,100,52,2473,2296,2947,265,28,2997,909,247,1655,1829,31,11,116,2,1868,368,465,101,156,793,2314,1704 
Egypt,69330423,433968,14566,25090,3525,9001,404,3969,72,22,188800,33301,42441,156,185,14955,535,4323,5997,70416,16210,6921,675,99,0,0,33,1743,21,16,31,3036,3,0,22486,353,246,1026,927,4046,563,2183,38,1650,84,222,187,467,1862,111,2482,2604,589,3383,1191,476,1424,19827,10495,33882,19669,10,13631,6947,284,38770,14729,106,6,446,75,5495,742,1373,170,90,54,74,8212 
El Salvador,5925089,30058,1653,3278,150,1347,840,705,0,1,5513,2646,1471,77,119,1911,22,472,344,4006,5503,260,83,6,0,2,0,718,0,0,0,7,550,0,3274,54,50,499,131,195,110,208,14,128,220,132,48,175,25,58,133,4,121,977,223,37,7,379,1856,949,23,1,1485,523,170,831,1823,34,0,22,0,1755,227,260,27,20,466,2614,134 
Estonia,1362550,17685,152,3511,16,318,139,230,0,2,9402,574,648,18,56,147,4,49,43,610,1766,0,100,0,0,0,1,11,0,0,0,4,21,0,3463,83,62,348,403,83,184,656,70,234,58,65,100,207,107,146,124,48,6,286,5,68,67,655,5168,2403,395,0,249,267,72,310,128,13,0,3,1,203,116,85,137,323,323,109,470 
Falkland Islands (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Fiji,818355,5628,361,465,21,1157,1,33,0,0,2180,409,78,4,3,67,0,196,12,295,346,22,32,0,0,0,0,262,1,0,0,5,2,0,461,15,9,18,27,44,14,32,2,71,64,10,24,18,5,6,24,4,19,1126,8,0,27,524,488,156,15,0,111,233,19,14,66,1,0,0,0,76,4,75,22,8,24,5,132 
Finland,5228172,47757,343,10768,54,631,2827,2488,1,0,19758,2971,2331,27,220,426,7,107,171,274,4353,19,68,0,0,0,9,133,0,9,0,13,8,0,10497,146,188,573,982,378,908,1871,185,808,59,168,313,801,255,703,317,271,31,547,2,4112,78,447,11624,4606,908,43,1637,995,239,996,349,19,0,6,1,481,1131,143,91,697,1064,130,616 
France,60643307,509419,9557,152709,2115,18856,16029,23373,4,32,147322,30284,22903,1860,3481,7829,53,1422,1518,32641,37431,855,824,10,0,3,36,3750,6,52,1,725,928,16,146470,4265,3866,4940,16458,7111,7748,26860,1960,11199,733,2204,3233,9138,4572,7152,5167,6239,1151,10891,2363,23188,1596,7712,40657,33487,9632,152,9499,8586,825,8730,6151,160,4,44,4,5389,5354,981,467,911,10804,466,13059 
French Guiana,195808,719,55,122,3,41,17,22,0,0,134,30,23,4,1,5,1,25,12,87,137,1,3,0,0,0,0,7,0,0,0,2,33,1,118,3,5,7,7,7,7,18,0,7,5,3,3,10,4,5,0,4,3,22,3,8,2,12,20,61,8,0,13,6,0,6,4,0,0,1,0,36,4,14,2,3,27,15,36 
Georgia,4318350,48793,400,5511,45,850,49,171,0,0,31441,2794,1704,6,18,373,21,868,57,2575,1910,27,235,1,9,0,1,56,0,0,0,11,0,0,5505,83,60,587,410,304,174,924,118,612,84,200,76,208,163,133,160,6,40,847,0,4,216,700,12957,10282,1006,65,418,864,201,1383,292,0,0,21,0,495,74,62,122,15,175,112,855 
Germany,82501274,818271,11062,214863,2054,27041,9516,17675,3,11,368472,52500,42213,587,1981,13246,37,1443,1576,20682,33309,942,441,1,0,2,63,6029,7,25,1,1156,507,8,209328,4444,4547,11473,27782,6125,13008,39846,2797,17592,1660,2553,5479,11135,5552,9549,7065,5535,957,23653,141,8565,2400,25791,152659,68498,22097,125,18969,24548,3568,17122,10371,92,2,30,4,6087,7913,401,446,680,10741,528,6513 
Greece,11061735,104942,667,25448,,,154,1197,0,0,51150,7611,2358,36,373,1368,3,195,240,8533,4147,0,75,2,0,0,2,414,0,0,0,89,16,0,25438,269,219,1325,2126,211,1274,5966,278,1821,98,282,474,1448,1016,833,1136,10,56,1013,0,780,9,1160,13905,17599,969,0,754,1161,294,679,1295,0,1,2,0,1984,517,390,103,349,353,101,350 
Grenada,102657,892,34,140,10,92,5,25,0,0,316,80,34,17,10,15,0,16,10,26,62,1,1,0,0,0,0,19,0,0,0,0,9,0,137,3,4,8,9,3,6,7,0,6,3,3,4,31,1,13,2,3,9,84,1,7,1,48,61,70,20,0,51,14,2,22,13,1,0,0,0,2,2,14,3,0,1,0,40 
Guadeloupe,447936,2672,94,605,16,176,66,96,0,0,833,109,128,10,14,57,3,30,17,191,227,5,1,0,0,0,0,32,0,0,0,4,26,0,589,27,21,47,51,16,34,46,3,36,6,13,9,94,9,35,16,16,10,135,5,55,5,110,116,314,33,2,49,23,4,53,43,4,1,2,0,74,17,12,6,7,39,11,61 
Guatemala,12877711,66876,5583,6345,,,1556,1024,5,6,8006,11306,4510,215,185,1445,296,3814,557,6921,9772,3594,335,14,1,21,0,621,7,1,4,5,680,28,6320,158,102,1284,202,0,148,394,46,170,215,414,41,366,22,91,329,25,228,2327,2082,148,7,1482,1967,2203,194,12,9592,855,795,2073,1286,41,22,274,0,399,204,94,90,84,252,3403,5246 
Guyana,742162,5141,644,426,72,458,9,65,0,0,1780,285,303,1,9,52,19,234,62,52,670,50,118,1,0,0,0,66,1,0,0,4,356,38,402,10,4,20,21,23,17,14,6,38,44,20,8,59,2,17,11,24,68,385,41,7,11,247,630,558,35,1,166,65,31,193,41,5,4,7,8,139,23,11,2,2,186,104,203 
Haiti,,2309,300,100,29,149,7,41,4,0,452,77,62,7,2,20,29,67,10,808,139,83,40,13,0,0,1,43,1,0,0,1,80,24,100,2,0,9,11,8,2,4,1,9,2,6,1,13,1,2,3,0,25,82,50,4,2,77,25,156,5,1,49,10,2,22,15,1,2,26,1,15,3,3,15,3,1,51,48 
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Hong Kong SAR,6783500,37321,1062,12054,93,808,292,288,0,1,10146,6319,1336,208,106,1734,2,52,98,474,2243,11,286,0,0,0,1,615,2,0,0,79,14,1,11791,557,331,659,1538,1417,368,3528,56,454,128,77,140,241,174,396,249,263,41,728,6,295,163,755,4028,3416,464,19,3676,2123,122,437,1229,18,0,2,0,187,118,45,8,219,1278,43,345 
Hungary,10107145,132492,490,34056,133,2499,848,1753,0,4,67165,5215,9144,24,292,963,4,396,286,123,9097,10,300,1,0,0,5,77,1,3,0,2,12,1,33502,1690,668,1938,4979,970,1683,8260,541,2285,493,402,666,1275,840,969,1041,554,71,2362,5,1112,424,4407,32024,17467,6944,11,876,3842,809,6071,835,63,0,4,0,1635,3023,180,178,152,2742,219,968 
Iceland,292587,1824,15,522,5,30,55,109,0,1,732,141,52,2,13,23,0,4,6,10,104,2,3,0,0,0,1,6,0,0,0,0,1,0,512,9,12,30,46,8,27,118,8,40,3,5,15,52,8,20,13,10,1,21,2,115,0,24,391,160,26,1,56,77,4,6,16,0,0,0,0,24,11,2,3,4,35,4,21 
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Ireland,4043763,28665,156,7917,,,548,724,3,1,10666,4079,1008,80,192,622,1,131,165,214,1420,15,40,0,0,0,6,38,1,1,0,13,0,0,7828,124,325,305,958,36,380,1609,163,663,93,60,252,550,149,395,293,89,44,459,11,522,32,317,5485,2106,640,5,1968,1417,148,214,410,11,0,1,0,326,305,61,43,37,464,24,160 
Israel,6808968,37757,1062,9527,236,3090,607,1031,2,2,11030,2637,1292,398,219,2165,6,308,253,1763,2129,92,40,0,0,2,2,670,0,0,0,161,20,3,9280,73,107,428,1205,250,645,1468,178,945,57,125,258,431,279,606,447,247,143,2526,14,710,83,729,4737,2640,328,0,669,1085,59,339,1810,9,0,6,0,547,87,44,22,89,411,232,697 
Italy,58175310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Jamaica,2664049,14394,780,2875,202,1911,44,271,0,2,4886,963,381,144,107,309,5,282,68,795,369,35,16,3,0,0,0,108,3,1,0,8,562,0,2773,64,48,176,220,84,70,332,6,249,141,64,60,539,40,155,90,102,108,1732,64,79,37,862,878,2026,165,11,304,417,69,105,189,33,2,3,0,30,2,5,9,5,1,10,307 
Japan,126176000,1028602,21623,330258,4066,18079,4267,11902,1,14,310894,149293,40241,828,4463,24690,56,879,2468,31155,73425,1451,4208,9,0,0,1,7310,14,11,3,5888,49,1,320358,5573,11172,50562,40339,34510,22260,59922,1138,10524,2494,3031,4420,8840,5556,12360,7048,9900,1618,12637,1385,5806,2363,5706,71285,129055,13428,694,95534,18422,3409,15885,22339,106,1,38,10,10551,6412,5584,1396,759,30255,655,17813 
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Kazakhstan,15012985,152250,3979,18501,157,1339,520,1462,3,6,77860,8752,7199,99,184,1758,63,1893,1146,5201,22128,115,3305,0,0,1,63,274,4,3,0,59,42,0,18351,499,1323,2510,1571,1097,848,3440,,1285,591,353,429,329,350,188,487,150,102,1172,50,,618,5281,34775,20793,,47,2965,4853,473,5263,,,7,44,10,3042,479,1255,440,2845,4412,2413,7242 
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Kuwait,2166344,4793,121,552,26,235,11,91,0,0,1924,214,124,7,5,69,6,167,249,95,897,6,30,0,0,0,0,44,1,0,0,31,2,0,522,15,5,21,42,31,25,72,0,64,6,10,12,21,20,38,43,30,16,214,0,6,9,402,769,324,54,0,144,46,6,67,68,0,0,6,0,411,72,24,20,25,48,199,98 
Kyrgyzstan,5065027,35062,1148,3114,55,376,127,558,0,1,16196,3882,2190,20,97,698,56,1642,433,868,3601,158,812,0,1,0,12,57,14,0,0,55,5,0,3063,81,128,539,210,232,116,418,60,223,201,51,73,46,47,56,111,51,38,338,16,12,251,443,8491,6226,91,74,945,2572,96,1815,681,7,5,34,17,810,139,281,54,494,440,326,1057 
Latvia,2263122,32041,291,5812,31,260,85,325,0,2,17896,801,1038,30,63,322,2,90,88,1724,3181,1,183,1,1,0,2,35,2,0,0,14,16,0,5749,161,98,571,693,139,330,1049,106,424,119,155,157,333,146,154,164,63,16,238,2,74,102,250,9047,6017,1423,5,409,327,146,400,279,30,0,0,2,538,274,185,190,358,563,217,856 
Lithuania,3377075,41340,451,8074,29,335,72,426,0,2,22531,1630,1632,32,94,293,5,86,142,429,5077,6,309,1,0,0,3,81,1,0,0,11,7,0,7959,235,169,797,896,150,417,1391,113,553,248,132,290,477,222,267,276,115,21,307,1,99,151,433,14096,5216,1204,7,530,1008,213,841,262,24,0,4,1,863,434,307,136,639,1381,293,1024 
Luxembourg,458108,3424,69,910,12,73,76,104,0,0,1335,284,176,6,15,35,1,8,8,105,207,2,0,0,0,0,0,33,0,0,0,5,3,0,894,30,27,40,99,30,62,185,21,68,3,10,28,38,16,33,43,16,6,43,6,104,3,34,425,341,56,2,109,116,7,71,26,1,0,0,1,41,27,3,1,16,62,2,55 
Macau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
