Countries,Population,Total,Certain infectious and parasitic diseases,Neoplasms,Diseases of blood and disorders of immune mechanism,Endocrine nutritional and metabolic diseases,Mental and behavioural disorders,Diseases of the nervous system,Diseases of the eye and adnexa,Diseases of the ear and mastoid process,Diseases of the circulatory system,Diseases of the respiratory system,Diseases of the digestive system,Diseases of the skin and subcutaneous tissue,Diseases of the musculoskeletal system and connective tissue,Diseases of the genitourinary system,Pregnancy childbirth and the puerperium,Conditions originating in the perinatal period,Congenital malformations deformations and  abnormalities,Symptoms signs and abnormal clinical and laboratory findings,External causes of morbidity and mortality,Intestinal infectious diseases,Tuberculosis,Tetanus,Diphtheria,Whooping cough,Meningococcal infection,Septicaemia,Infections with a predominantly sexual mode of transmission (excluding HIV),Poliomyelitis,Measles,Viral hepatitis,Human immunodeficiency virus [HIV] disease,Malaria,Total of malignant neoplams,Malignant neoplasm of lip oral cavity and pharynx,Malignant neoplasm of oesophagus,Malignant neoplasm of stomach,Malignant neoplasm of colon rectosigmoid junction rectum anus and anal canal,Malignant neoplasm of liver and intrahepatic bile ducts,Malignant neoplasm of pancreas,Malignant neoplasm of trachea bronchus and lung,Melanoma and other skin cancers,Malignant neoplasm of  breast,Malignant neoplasm of cervix uteri,Malignant neoplasm of corpus uteri,Malignant neoplasm of ovary,Malignant neoplasm of prostate,Malignant neoplasm of bladder,Malignant neoplasm of lymphomas and multiple myeloma,Leukaemia,Benign neoplasms,Anaemias,Diabetes mellitus,Malnutrition,Alzheimer and other dementias,Acute rheumatic fever and chronic rheumatic heart diseases,Hypertensive diseases,Ischaemic heart diseases,Cerebrovascular diseases,Diseases of arteries arterioles and capillaries,Influenza,Pneumonia,Chronic lower respiratory diseases,Gastric and duodenal ulcer,Diseases of the liver,Disorders of kidney and ureter,Hyperplasia of prostate,Pregnancy with abortive outcome,Other direct obstetric causes,Indirect obstetric causes,Transport accidents,Falls,Accidental drowning and submersion,Exposure to smoke fire and flames,Accidental poisoning by and exposure to noxious substances,Intentional self-harm,Assault,All other external causes
Malaysia,,64785,6969,7389,301,1756,75,1073,5,2,16796,7053,2319,258,257,1442,128,1259,872,8581,8250,131,739,2,1,0,13,4562,3,0,7,150,231,19,7031,449,131,301,611,634,193,1359,44,631,210,64,185,108,87,369,473,358,124,1392,12,12,135,559,6981,4372,309,1,3048,1871,190,903,1245,1,19,81,28,3859,62,283,59,18,66,230,3673 
Maldives,299917,991,81,40,7,15,3,8,0,0,182,73,9,1,0,24,2,22,5,106,413,58,2,0,0,0,0,16,0,0,0,1,0,0,34,2,0,2,0,4,2,4,1,4,3,1,0,1,0,0,3,6,7,8,0,2,1,10,49,45,0,0,2,20,1,5,24,0,0,2,0,2,1,99,1,0,1,0,309 
Malta,401267,2999,13,724,6,130,65,64,0,0,1255,323,129,54,17,42,0,11,26,15,125,0,1,0,0,0,3,4,0,0,0,1,2,0,709,14,5,43,79,15,49,123,10,61,6,11,28,34,28,45,21,15,4,114,0,64,7,22,647,334,45,2,81,107,6,28,36,1,0,0,0,16,53,2,1,6,24,6,17 
Martinique,396182,2647,107,663,12,160,60,150,0,0,788,118,99,21,10,46,1,16,9,220,167,8,2,0,0,0,0,35,0,0,0,5,26,0,631,15,18,51,54,25,41,43,4,45,6,14,12,94,12,45,35,32,9,111,10,108,6,87,89,299,62,1,56,24,3,28,32,3,0,1,0,43,14,11,2,3,34,9,51 
Mauritius,1196696,8259,123,936,,,70,107,0,1,4187,647,449,4,13,179,3,145,63,228,525,17,15,0,0,0,1,84,0,0,0,1,0,1,915,43,22,75,82,2,39,122,3,99,26,41,23,48,16,24,22,21,19,511,9,18,3,284,1847,1244,30,0,188,224,15,204,171,1,1,2,0,174,39,39,42,1,97,35,98 
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Mexico,108257822,471679,17703,64103,4214,75262,4369,8178,4,30,107294,40841,45636,946,2907,13123,1266,16466,9006,9435,50692,4175,2643,43,0,9,5,3627,13,5,0,1178,4719,0,61034,912,818,5235,3144,4808,3135,6834,1109,4160,4239,607,1441,4505,727,2970,3499,3069,3562,62098,8305,1394,1162,12175,50393,26931,2033,5,12314,20758,2742,29326,11172,536,87,947,198,15469,2250,2253,510,869,4092,9238,16011 
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Montenegro,622118,5702,12,971,2,121,48,24,0,0,2957,231,124,0,1,105,0,43,7,842,214,1,5,0,0,0,0,4,0,0,0,0,1,0,970,10,11,38,66,33,39,287,2,62,15,10,23,53,30,26,18,1,1,120,0,43,7,1,481,699,27,0,33,6,14,55,104,0,0,0,0,0,0,0,0,0,0,0,214 
Montserrat,,56,1,7,1,12,1,2,0,0,26,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,1,0,1,0,2,0,0,0,0,1,10,0,0,0,8,2,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0 
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Netherlands,16281779,136553,1869,40300,511,4565,6513,3435,4,9,44638,12755,5604,367,790,2820,10,437,532,6168,5226,110,78,0,0,1,15,893,4,5,0,53,85,0,38824,569,1339,1546,4429,566,1971,9323,654,3315,203,421,958,2310,1126,1868,1179,1476,373,3769,91,7049,17,899,14083,10990,3459,134,5090,5755,369,972,1423,61,0,9,1,878,1103,96,42,162,1514,193,1238 
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
New Zealand,4087130,28645,161,8214,64,1064,831,964,0,1,11297,2466,789,68,214,370,4,150,179,92,1717,15,30,0,0,1,8,45,0,0,0,20,15,0,8026,101,206,301,1174,173,355,1555,335,642,71,69,187,583,180,460,291,188,31,844,4,1199,123,283,6317,2806,508,28,436,1853,83,134,278,15,0,1,3,522,355,57,22,48,495,49,169 
Nicaragua,,15812,701,1976,93,1193,236,289,0,0,4089,1047,1201,4,85,737,108,980,454,580,2037,226,193,4,0,0,10,112,0,0,0,23,83,4,1951,28,17,241,106,182,80,139,24,110,238,18,24,160,10,69,154,25,78,960,193,27,43,498,1932,1096,15,0,468,496,69,723,695,26,5,91,12,453,62,173,17,23,393,538,378 
Norway,4591914,41257,590,10738,123,829,1288,1346,0,2,15862,3494,1391,72,259,739,0,83,162,1724,2555,95,44,0,0,1,2,275,1,13,0,17,23,1,10489,138,196,408,1586,135,622,1914,293,694,81,131,330,1074,390,597,318,249,71,621,0,1603,66,379,6769,3828,971,21,1453,1702,234,305,488,21,0,0,0,351,783,82,56,379,529,39,336 
Occupied Palestinian Territory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Panama,3260611,13474,885,2231,106,940,24,323,0,0,3633,1143,538,46,54,419,23,344,315,1068,1382,125,164,0,0,2,1,110,0,0,0,14,437,2,2179,39,41,213,195,102,97,233,17,132,133,37,43,234,26,121,99,52,84,761,114,64,22,178,1359,1378,112,0,388,501,42,235,370,19,4,15,4,412,76,126,10,26,187,322,223 
Paraguay,5703742,21787,1014,2886,65,1629,80,302,0,0,5233,1529,767,39,72,362,154,893,302,3807,2556,266,193,5,0,0,4,296,17,0,0,7,160,0,2773,67,72,222,204,82,102,317,58,208,185,155,43,266,20,92,144,113,38,1362,152,17,20,536,1536,1915,142,2,893,237,66,232,302,5,35,108,11,563,33,99,318,15,237,763,528 
Peru,,90463,7161,16226,780,3642,361,2392,1,4,16395,16560,7057,260,346,4829,261,3156,967,1957,8108,666,1821,17,3,9,5,3013,13,1,0,137,1188,9,15543,148,173,2545,860,1148,559,1304,195,753,735,469,269,1083,155,727,707,683,613,1822,1305,124,131,2830,4509,3880,761,8,10386,1500,468,3385,3847,94,17,239,5,1765,201,383,138,280,219,480,4642 
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Poland,38180249,363522,2231,91809,577,5641,1811,4208,1,2,168674,16870,15658,33,577,4184,17,1260,1082,23921,24966,28,850,9,0,0,15,846,3,2,0,222,124,1,89813,1872,1497,5716,9338,1997,3923,21206,1515,4887,1819,1221,2273,3578,2795,2972,2548,1996,341,5078,74,1701,1035,4937,49753,39749,34266,27,7605,7502,1547,6110,3999,39,2,15,0,6399,3708,987,460,1725,6072,576,5039 
Portugal,10483862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Puerto Rico,3773183,28912,1569,4981,307,3370,275,1558,0,2,8295,2876,1509,163,139,1143,13,263,110,177,2162,10,20,1,0,0,2,805,0,0,0,65,526,0,4818,142,132,289,631,257,204,576,47,416,50,93,89,511,102,278,183,163,181,2717,51,1232,16,845,4167,1626,200,3,1041,1127,38,818,955,3,1,9,2,530,169,51,16,149,279,730,238 
Qatar,732096,1347,24,137,5,93,1,18,0,0,254,80,24,6,0,47,1,54,44,276,283,1,1,0,0,0,0,7,1,0,0,12,0,1,132,2,5,9,16,7,4,18,0,21,1,2,1,4,7,11,8,5,3,85,0,2,0,97,110,11,3,0,9,18,1,18,44,0,0,0,1,184,28,9,2,5,21,5,29 
Republic of Korea,48485314,244217,5163,65083,443,12382,4794,4130,0,1,58128,14168,12049,392,1547,3003,58,1209,738,30453,30476,90,3067,5,0,0,1,928,2,4,0,790,72,3,64315,933,1496,11190,5859,10861,3042,13246,319,1484,1078,247,669,914,865,1809,1475,768,258,11730,52,4744,289,5020,12710,34003,963,10,3451,8367,462,9214,2772,58,0,58,0,8313,3351,961,372,256,11492,876,4855 
Republic of Moldova,3603945,41668,732,5100,17,330,120,366,0,7,23555,2497,4191,34,44,324,9,146,209,326,3661,18,633,0,0,0,13,10,0,0,0,5,29,0,5038,222,69,518,652,350,257,797,72,415,181,95,101,104,116,192,143,62,11,314,2,136,198,406,15715,6793,150,0,791,1561,173,3342,279,27,1,6,2,565,210,241,104,508,603,270,1160 
Reunion,781838,3880,73,888,17,295,118,152,0,0,1219,247,188,14,23,84,4,63,22,175,298,9,8,0,0,0,0,31,0,2,0,6,3,0,851,52,45,65,70,25,34,120,10,44,18,21,17,62,17,31,39,37,7,237,11,71,14,105,343,372,68,7,65,93,4,116,68,2,1,3,0,73,32,7,12,9,80,20,65 
Rodrigues,36690,216,1,32,,,2,3,0,0,114,16,5,0,0,3,0,16,3,3,9,0,0,0,0,0,0,1,0,0,0,0,0,0,32,2,0,2,2,0,0,4,0,3,2,2,1,3,1,0,1,0,0,9,0,1,0,15,48,33,1,0,4,6,1,1,3,0,0,0,0,6,0,1,0,0,1,1,0 
Romania,21673328,258890,2900,43985,131,2272,911,1873,0,3,159253,13678,15119,76,39,2217,52,1425,932,562,13462,104,2089,3,0,0,19,228,10,0,0,57,251,0,43615,1743,557,3992,4411,2315,2321,8617,814,3084,1819,590,945,1678,1150,1080,1129,370,69,2182,39,410,674,19534,53820,54011,15485,17,5885,6375,636,10851,1922,277,26,26,0,3519,1497,1050,360,1017,2720,692,2607 
Russian Federation,143821213,2295402,37030,290027,1211,12070,8052,15751,25,187,1287726,92954,85302,1820,1937,12165,352,7779,6510,107381,327123,722,30840,13,27,8,499,1515,84,0,3,978,965,5,287593,8620,6888,39708,36062,8170,13796,53769,,22797,6022,6153,7426,7878,7245,5122,7857,2434,733,10726,311,,5770,26981,613836,469039,,111,42637,42873,7569,48702,,,81,229,39,41802,13718,14756,11898,64195,49378,39256,92120 
Saint Kitts and Nevis,,396,39,57,3,14,1,7,0,0,162,37,17,0,0,19,0,10,2,1,27,2,0,0,0,0,0,32,0,0,0,0,4,0,57,2,1,5,7,3,3,4,0,3,1,1,0,13,0,2,2,0,3,6,1,2,0,8,33,60,1,0,14,4,1,8,18,0,0,0,0,5,5,3,1,0,1,9,3 
Saint Lucia,163462,1070,42,185,8,142,2,25,0,0,293,93,20,7,4,28,4,31,10,81,95,0,6,0,0,0,0,18,0,0,0,0,13,0,182,7,4,14,9,10,4,17,1,12,6,4,5,36,3,13,9,3,8,133,0,6,1,30,44,112,11,1,40,32,1,13,22,2,0,4,0,30,0,5,2,0,8,38,12 
Saint Pierre and Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saint Vincent and the Grenadines,108563,785,51,116,6,141,12,14,0,0,234,45,27,12,4,9,1,19,7,11,76,3,0,0,0,0,0,14,0,0,0,0,33,0,113,8,0,7,7,0,8,5,2,10,4,4,1,16,0,9,5,3,5,125,7,4,5,58,79,65,3,1,24,8,4,10,3,3,1,0,0,10,1,8,6,0,4,29,18 
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Serbia,7463157,104320,517,19602,138,2650,676,1055,0,2,56868,3868,3170,35,141,1579,2,362,213,9590,3852,6,233,7,0,1,3,177,1,0,0,27,26,0,19362,445,223,1290,2282,756,852,4418,339,1544,457,339,348,770,527,511,436,240,81,2571,5,278,60,2424,12228,16875,2351,5,529,2553,519,1105,1423,128,0,2,0,593,76,85,55,34,1346,138,1525 
Seychelles,87356,611,49,108,7,16,4,7,0,0,221,61,36,0,3,26,0,7,3,25,38,1,0,0,0,0,0,38,0,0,0,1,3,0,107,9,3,6,12,0,8,17,,9,3,3,5,14,1,2,1,1,7,12,2,,0,101,37,22,,0,40,11,3,13,,,0,0,0,6,2,11,2,0,6,6,5 
Singapore,3484900,14924,278,4141,,,0,74,0,2,5111,2752,327,77,38,626,1,18,46,56,822,15,73,0,0,0,0,143,0,0,0,18,0,1,4099,194,92,304,636,266,168,1005,22,288,83,39,93,105,38,128,77,42,3,464,0,19,16,346,2826,1484,98,1,2147,526,56,98,261,3,0,1,0,166,93,11,5,6,335,20,186 
Slovakia,5382574,51852,234,11676,65,785,14,608,0,0,28049,2953,2655,1,48,744,3,168,141,646,3062,10,52,0,0,0,1,133,0,0,0,14,3,0,11581,601,251,771,1780,349,555,2046,174,795,164,218,266,481,251,401,340,95,26,748,3,156,118,3177,15256,4746,2161,17,1646,793,267,1431,711,12,0,3,0,769,404,149,49,139,676,95,781 
Slovenia,1997004,18523,98,5134,18,627,167,245,0,0,7111,1460,1180,32,57,189,2,33,56,621,1493,4,12,0,0,1,0,61,0,0,0,3,2,0,5056,110,97,363,670,140,242,1040,116,374,48,101,134,267,125,180,131,78,11,617,0,98,79,481,2119,1899,300,3,767,519,110,640,132,3,0,1,1,307,309,20,7,25,512,38,275 
South Africa,47667150,567487,132235,33793,19429,24591,1664,14684,38,98,78976,76205,16325,1434,2152,7675,1158,32753,1876,68525,52342,26537,70828,27,2,13,108,3640,112,9,28,268,13283,752,32717,1100,3242,1282,1858,1735,1081,4623,444,2474,2535,442,501,1939,530,1323,843,1076,3057,16892,2504,1420,554,12004,12696,24995,1577,520,44775,15314,1731,5011,6684,130,189,782,187,5170,118,74,117,1120,387,4216,41140 
Spain,42691751,371934,7215,100485,1291,11918,11878,14108,2,13,123867,39149,19357,994,3546,8534,21,1002,1002,10508,17044,422,445,4,0,2,62,3017,4,11,1,1114,1551,6,97140,2228,1832,5811,12971,4435,4549,19092,1226,5833,539,1203,1713,5694,4496,4271,3099,3345,833,9966,115,19531,1571,6206,38840,34250,6456,87,7356,15517,610,6501,6168,100,2,17,2,5287,1668,572,218,736,3508,585,4470 
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Suriname,489312,2788,246,312,19,183,11,48,0,0,911,128,147,18,10,64,7,87,27,230,340,12,5,0,0,0,0,30,0,0,0,9,160,7,311,3,4,26,19,20,16,33,0,23,27,7,11,31,2,15,7,1,9,153,6,2,2,52,216,469,27,4,66,44,16,43,45,1,1,3,3,69,13,18,11,5,67,7,150 
Sweden,8993531,91079,1155,22610,230,2300,4569,2735,1,2,39053,5746,2913,138,419,1122,2,135,264,2569,5116,56,49,0,0,1,6,472,1,38,0,48,20,3,21862,307,414,833,2546,644,1452,3318,438,1572,159,325,615,2549,597,1275,693,748,142,1953,51,5325,155,1021,17971,9075,2677,108,2207,2634,391,708,724,39,0,0,1,529,746,98,61,256,1155,100,2171 
Switzerland,7389626,60180,595,15927,163,1828,2746,2639,4,3,22451,3848,2253,74,534,536,4,162,219,2653,3541,41,28,1,0,0,3,168,1,6,0,20,83,1,15429,326,363,530,1609,550,900,2795,362,1379,94,218,466,1306,484,878,512,498,85,1563,19,3378,87,2145,9198,4083,1287,68,1421,1736,146,692,305,37,0,4,0,513,1137,48,36,20,1284,67,436 
Syrian Arab Republic,,53325,978,3330,153,929,70,1283,2,0,26152,2969,1243,8,19,1675,29,3002,2167,6825,2491,61,35,2,2,2,15,778,0,39,0,16,1,0,2516,68,23,166,160,282,132,437,,166,7,25,29,123,63,184,321,,130,653,41,,28,475,11268,3877,,4,695,209,35,585,,,2,18,1,1197,85,134,171,109,29,106,660 
Tajikistan,,26770,1255,2115,,,72,,,,13143,2840,1299,3,22,722,37,491,657,1074,1789,390,617,1,,0,11,127,,,0,,,1,2107,36,285,441,105,,,187,,97,40,51,,30,,118,47,8,127,500,,,221,3244,5301,2268,1314,22,925,808,158,994,675,26,0,,,286,44,238,111,127,172,151,660 
TFYR Macedonia,2032544,17948,125,3194,,,31,166,0,0,10307,682,401,4,12,317,3,179,59,1043,712,15,57,0,0,0,0,29,0,0,0,9,0,0,3102,70,22,337,323,,142,652,81,256,45,79,69,111,94,80,87,92,11,683,3,33,36,667,2041,3505,410,1,96,400,60,149,279,37,0,3,0,142,92,26,9,21,179,56,187 
Thailand,65404522,393592,44892,50818,564,8578,820,3215,3,1,39553,23074,11590,821,804,12024,108,1965,1354,149212,44196,1094,6079,89,6,0,4,22147,4,20,2,193,11473,230,50509,1189,774,1015,1474,12869,549,7629,165,1880,1573,595,437,385,323,61,1868,309,273,7665,77,268,60,2491,11066,19265,779,45,14806,5611,214,6614,11616,52,15,87,6,12365,842,4202,224,84,4296,3046,19137 
Trinidad and Tobago,1290535,9872,468,1423,80,1506,43,188,0,1,3519,546,415,50,74,216,9,188,81,156,909,18,22,1,0,0,1,60,1,1,0,8,311,0,1357,30,23,56,148,29,61,111,4,164,65,43,49,239,14,75,43,66,65,1372,34,68,17,418,1633,948,95,1,259,162,83,154,164,28,2,7,0,202,31,59,20,4,169,293,131 
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkmenistan,4696876,27067,1019,1931,65,465,179,335,1,4,15723,1744,1586,8,38,297,8,307,176,963,2218,106,708,0,0,0,24,97,2,0,0,45,0,0,1887,79,263,273,68,125,29,160,,134,75,49,39,19,20,15,76,44,25,453,1,,126,2388,7803,3424,,3,567,377,103,1246,,,0,6,1,444,55,311,227,164,394,120,503 
Turks and Caicos Islands,,66,9,6,0,6,0,0,0,0,18,8,0,0,0,0,1,1,0,7,6,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,5,0,0,0,4,4,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,4 
Ukraine,47271271,761261,15136,92118,,,3191,,,,473746,28486,28083,585,887,3823,56,1568,2129,30245,71329,71,10787,10,,0,116,725,,,0,,2605,2,91319,3518,1652,10866,11669,,,16345,,7789,2297,2208,,2917,,2068,2786,799,168,2725,,,2259,623,311101,103735,38474,9,6135,18722,1686,19631,2845,296,8,,,9427,3411,3930,2409,15199,11259,4989,20705 
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
United Kingdom,59845842,584791,5829,157231,1167,8764,17364,16339,19,26,216890,78155,28736,1821,4855,10747,55,2067,1950,12136,20640,1479,447,1,0,4,88,2677,4,38,1,218,206,9,153640,2017,7231,5877,16151,2718,7063,33053,2327,12366,1089,1640,4369,10206,4818,7397,4267,3591,567,6795,74,20869,1349,3874,106142,60551,13939,37,34048,28963,3878,8271,4862,173,5,40,10,3555,3763,201,412,1030,4183,288,7208 
United States of America,293655404,2397615,64618,567468,9423,99013,61524,111751,43,61,865862,227085,86305,4180,14284,60320,697,14293,10498,30123,170067,4391,739,4,0,16,138,33373,52,313,0,5382,13063,8,553888,7826,13023,11859,53772,15321,31772,158091,10301,40954,3850,6990,14716,29004,13030,33250,21395,13580,4575,73138,2847,114271,3254,54706,451326,150074,35554,1100,58564,121963,3635,36022,44744,507,32,375,133,47385,18807,3308,3229,20950,32439,17357,26592 
Uruguay,3324096,32193,672,7582,165,1041,499,1331,1,1,10619,3109,1172,236,127,619,9,281,231,2580,1899,80,79,1,0,0,2,308,2,2,0,9,146,0,7354,153,284,409,852,81,408,1124,77,611,78,133,119,646,193,338,211,228,112,731,77,1034,28,499,2789,3680,600,2,1100,1199,56,301,440,17,1,8,0,358,37,71,52,21,526,151,683 
Uzbekistan,25864386,131287,3864,9566,329,3253,277,2205,23,10,71780,11040,8439,31,333,2382,156,3177,718,3846,9858,127,2855,1,0,0,13,351,2,3,0,405,17,0,9473,379,751,1451,477,662,204,915,112,769,444,167,128,85,160,339,548,93,243,3182,3,8,867,10354,37137,15200,3824,33,4989,2754,565,7004,2270,33,2,122,14,2429,464,1035,340,359,1251,629,3351 
Venezuela (Bolivarian Republic of),26314483,117218,6091,18751,329,8524,170,1931,0,9,34924,7331,4606,73,582,1774,318,5274,2132,878,23521,1865,738,13,0,60,13,653,42,3,0,191,1396,35,17507,318,254,1729,1192,725,563,2605,375,1375,1116,478,342,1713,221,863,837,1244,217,7123,958,290,138,4644,17504,8286,676,15,2842,3166,468,2209,1473,90,55,191,72,5437,698,598,104,102,1038,7357,8187 
Virgin Islands (USA),108028,626,16,124,6,41,15,15,0,0,234,25,37,2,3,12,1,6,2,15,72,1,0,0,0,0,0,10,0,0,0,0,4,0,122,2,2,7,12,1,10,9,1,12,6,3,5,23,0,9,3,2,4,35,3,14,0,34,118,50,5,0,12,5,2,15,8,1,0,1,0,15,3,5,1,1,5,37,5 
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
